"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Transport","Department for Transport","RIG","25272525","SEO","38654","46714","Communications Manager","2.00","Government Communication Service","London"
"Department for Transport","Department for Transport","RIG","25272525","SEO","38654","46714","HR Officer","1.00","Human Resources Profession","London"
"Department for Transport","Department for Transport","RIG","25272525","SEO","38654","46714","Policy Adviser","6.00","Policy Profession","London"
"Department for Transport","Department for Transport","RIG","25272525","SEO","38654","46714","Project Manager","8.00","Project Delivery Profession","London"
"Department for Transport","Department for Transport","RIG","25272525","SEO","38654","46714","Project Manager","1.00","Project Delivery Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Analytics Lead","12.67","Digital, Data and Technology Professions","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Analytics Lead","1.00","Digital, Data and Technology Professions","Wales"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Communications Manager","2.00","Government Communication Service","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Economic Advisor","2.00","Government Economic Service","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Finance Manager","1.00","Government Finance Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Knowledge Information Management Manager","1.00","Government Knowledge and Information Management Profession","South East"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Operational Manager","5.00","Operational Delivery Profession","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Operational Manager","1.00","Operational Delivery Profession","North East"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Operational Manager","1.81","Operational Delivery Profession","South East"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Operational Manager","1.00","Operational Delivery Profession","West Midlands"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Operational Researcher","1.00","Government Operational Research Service","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Policy Adviser","96.96","Policy Profession","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Policy Adviser","3.00","Policy Profession","South East"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Policy Adviser","5.00","Policy Profession","West Midlands"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Policy Adviser","2.61","Policy Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Project Manager","21.81","Project Delivery Profession","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Project Manager","1.00","Project Delivery Profession","South East"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Project Manager","1.00","Project Delivery Profession","Wales"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Project Manager","1.00","Project Delivery Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Statistician","6.00","Government Statistical Service Profession","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Statistician","1.00","Government Statistical Service Profession","South East"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Technical Adviser","11.74","Government Science and Engineering Profession","London"
"Department for Transport","Department for Transport","RPE","21101762","SEO","38654","46714","Technical Adviser","1.00","Government Science and Engineering Profession","West Midlands"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Analytics Lead","9.00","Digital, Data and Technology Professions","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Analytics Lead","1.00","Digital, Data and Technology Professions","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Commercial","13.83","Procurement Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Commercial","1.00","Procurement Profession","West Midlands"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Communications Manager","6.00","Government Communication Service","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Communications Manager","1.00","Government Communication Service","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Economic Advisor","1.00","Government Economic Service","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Finance Manager","6.00","Government Finance Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Finance Manager","1.00","Government Finance Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","HR Officer","1.00","Human Resources Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Knowledge Information Management Manager","2.00","Government Knowledge and Information Management Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Operational Manager","4.00","Operational Delivery Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Operational Researcher","3.00","Government Operational Research Service","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Operational Researcher","1.00","Government Operational Research Service","West Midlands"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Policy Adviser","34.39","Policy Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Policy Adviser","2.00","Policy Profession","West Midlands"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Policy Adviser","4.00","Policy Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Project Manager","19.00","Project Delivery Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Project Manager","2.00","Project Delivery Profession","West Midlands"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Project Manager","1.00","Project Delivery Profession","Yorkshire and The Humber"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Security","4.00","Government Security Profession","London"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Security","1.00","Government Security Profession","West Midlands"
"Department for Transport","Department for Transport","RSSG","25207532","SEO","38654","46714","Statistician","2.00","Government Statistical Service Profession","London"
