"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Inventory Management","1.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Protocol & Visits","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Science - Chemistry","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Service HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Service HR Service Provider","6.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","24934","29530","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Asst Principal Teacher","38034","38034","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Headmaster","73361","73361","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Deputy Headmaster","51481","51481","Teaching","1.90","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Principal Teacher","39352","39352","Teaching","11.40","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D TTO","25091","33235","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Teacher","22467","33160","Business Management","0.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Teacher","22467","33160","Teaching","143.37","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Deputy Head Teacher","38984","79514","Teaching","2.43","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Deputy Head Teacher","38984","79514","Teaching Leadership","16.20","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Head Teacher","44102","89874","Teaching Leadership","12.96","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","House Matron QVS","16021","17075","Community Service","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 3","64001","70623","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 3","64001","70623","Teaching Advice/Inspection","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 4","19409","22683","Medical Technical","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 5","22128","28746","Medical Technical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","OR2-3 Nurses","18489","30549","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 6","26565","35577","Teaching Advice/Inspection","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","20 Squadron Skill Zone 2","24109","25305","Driving","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19186","22484","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17537","18281","Soft Facilities Management","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16047","16730","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17537","18281","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17537","18281","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Teaching and Learning Support Officer","20908","22619","Teaching Support","3.19","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Chief Youth and Community Officer","49319","58430","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Chief Youth and Community Officer","49319","58430","Community Development Work","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Chief Youth and Community Officer","49319","58430","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Unqualified Youth and Community Worker","15477","23721","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","MSO 1 (Shore Based)","51078","56451","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Prof Qualified Worker Level 2A","24408","26541","Community Development Work","0.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Prof Qualified Worker Level 2B","27246","29646","Community Development Work","9.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Prof Qualified Worker Level 3B","34062","36741","Community Development Work","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer","46867","48744","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 4 (Abated)","57354","63559","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 4 (Abated)","57354","63559","Teaching Advice/Inspection","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 3 (Abated)","61441","67798","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 5 (Abated)","50158","56263","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 5 (Abated)","50158","56263","Teaching Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter","18983","28526","Fire Safety Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 6","41148","51073","Teaching Advice/Inspection","4.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Basic Skills Tutor","22467","46829","Teaching","24.46","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter","18983","28526","Fire Safety Practitioner","316.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Leading Firefighter","30525","31517","Fire Safety Practitioner","126.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Sub Officer","32052","33044","Fire Safety Practitioner","73.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilian","2944.42","Other"
