District,Ward,SaleYr,Type,Ward_VerifiedSales,Reporting_MinPrice,Reporting_LQPrice,Reporting_MedianPrice,Reporting_MeanPrice,Reporting_UQPrice,Reporting_MaxPrice
ARDS AND NORTH DOWN,GLEN,2016,All Sales,91,61000,139682,163424,167678,187000,293000
ARDS AND NORTH DOWN,GLEN,2017,All Sales,72,53000,147000,175622,179280,231250,288382
ARDS AND NORTH DOWN,GLEN,2018,All Sales,74,59000,133000,191500,188780,239937,350000
ARDS AND NORTH DOWN,GLEN,2019,All Sales,66,60000,151000,179000,180387,208792,324403
ARDS AND NORTH DOWN,GLEN,2020,All Sales,50,55000,154500,199950,216460,254500,620000
ARDS AND NORTH DOWN,GLEN,2021,All Sales,68,68000,135650,177750,180212,210000,490000
ARDS AND NORTH DOWN,GLEN,2022,All Sales,67,86000,143000,204000,214659,270000,525000
ARDS AND NORTH DOWN,GLEN,2023,All Sales,46,78000,145000,200000,199380,239950,340000
ARDS AND NORTH DOWN,GREGSTOWN,2005,All Sales,54,67000,82500,93000,126594,149914,312500
ARDS AND NORTH DOWN,GREGSTOWN,2006,All Sales,55,65000,120000,157975,180262,222500,425000
ARDS AND NORTH DOWN,GREGSTOWN,2007,All Sales,55,56000,155000,175000,224334,295000,525000
ARDS AND NORTH DOWN,GREGSTOWN,2008,All Sales,13,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2009,All Sales,14,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2010,All Sales,19,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2011,All Sales,5,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2012,All Sales,28,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2013,All Sales,31,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2014,All Sales,30,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2015,All Sales,21,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2016,All Sales,30,.,.,.,.,.,.
ARDS AND NORTH DOWN,GREGSTOWN,2017,All Sales,34,75500,93750,120500,160135,160000,540000
ARDS AND NORTH DOWN,GREGSTOWN,2018,All Sales,36,62500,95000,120000,151159,197500,320000
ARDS AND NORTH DOWN,GREGSTOWN,2019,All Sales,46,61000,97750,125000,156690,207000,375000
ARDS AND NORTH DOWN,GREGSTOWN,2020,All Sales,36,62500,95000,131250,166277,280000,315000
ARDS AND NORTH DOWN,GREGSTOWN,2021,All Sales,50,67500,100975,153975,189327,261250,430000
ARDS AND NORTH DOWN,GREGSTOWN,2022,All Sales,37,65000,109950,136975,171412,187500,430000
ARDS AND NORTH DOWN,GREGSTOWN,2023,All Sales,29,.,.,.,.,.,.
ARDS AND NORTH DOWN,GROOMSPORT,2005,All Sales,69,85000,120000,156000,165471,200000,322000
ARDS AND NORTH DOWN,GROOMSPORT,2006,All Sales,110,66000,135000,170000,185959,212500,577640
ARDS AND NORTH DOWN,GROOMSPORT,2007,All Sales,63,92500,188000,235000,265331,292500,549000
ARDS AND NORTH DOWN,GROOMSPORT,2008,All Sales,16,.,.,.,.,.,.
ARDS AND NORTH DOWN,GROOMSPORT,2009,All Sales,32,.,.,.,.,.,.
ARDS AND NORTH DOWN,GROOMSPORT,2010,All Sales,21,.,.,.,.,.,.
ARDS AND NORTH DOWN,GROOMSPORT,2011,All Sales,48,40000,110000,147500,167054,200000,427500
ARDS AND NORTH DOWN,GROOMSPORT,2012,All Sales,34,55500,120000,140000,144515,165415,295000
ARDS AND NORTH DOWN,GROOMSPORT,2013,All Sales,43,79000,94000,147000,167058,193500,660000
ARDS AND NORTH DOWN,GROOMSPORT,2014,All Sales,55,46000,102500,135000,143462,165000,435000
ARDS AND NORTH DOWN,GROOMSPORT,2015,All Sales,54,90000,123000,160000,172480,230000,312000
ARDS AND NORTH DOWN,GROOMSPORT,2016,All Sales,46,80000,133000,169500,198629,242000,510000
ARDS AND NORTH DOWN,GROOMSPORT,2017,All Sales,58,67000,129950,170000,170472,190000,435000
ARDS AND NORTH DOWN,GROOMSPORT,2018,All Sales,52,70000,138000,165000,188242,225000,424950
ARDS AND NORTH DOWN,GROOMSPORT,2019,All Sales,73,84000,140000,163000,202383,205000,740000
ARDS AND NORTH DOWN,GROOMSPORT,2020,All Sales,56,78000,145000,180000,212570,257500,748500
ARDS AND NORTH DOWN,GROOMSPORT,2021,All Sales,74,65000,152000,205000,212581,260000,447500
ARDS AND NORTH DOWN,GROOMSPORT,2022,All Sales,85,80000,159950,219950,246343,320000,700000
ARDS AND NORTH DOWN,GROOMSPORT,2023,All Sales,46,133500,167500,200000,214927,250000,360000
ARDS AND NORTH DOWN,HARBOUR,2005,All Sales,124,45524,92750,130250,163178,212500,420000
ARDS AND NORTH DOWN,HARBOUR,2006,All Sales,193,49500,120000,163000,197512,236000,845000
ARDS AND NORTH DOWN,HARBOUR,2007,All Sales,129,56250,185000,227000,267877,345000,880000
ARDS AND NORTH DOWN,HARBOUR,2008,All Sales,60,50000,137500,165000,226112,225000,649000
ARDS AND NORTH DOWN,HARBOUR,2009,All Sales,50,50000,130000,177500,203293,275000,465000
ARDS AND NORTH DOWN,HARBOUR,2010,All Sales,47,55000,109750,150000,158527,174995,393000
ARDS AND NORTH DOWN,HARBOUR,2011,All Sales,62,50000,102500,171000,185218,265000,484700
ARDS AND NORTH DOWN,HARBOUR,2012,All Sales,55,39500,65000,119000,160834,223000,460800
ARDS AND NORTH DOWN,HARBOUR,2013,All Sales,79,35000,75000,115000,139749,180000,485968
ARDS AND NORTH DOWN,HARBOUR,2014,All Sales,115,39950,85000,121000,151515,172000,467500
ARDS AND NORTH DOWN,HARBOUR,2015,All Sales,93,52500,102500,162500,205027,285000,690000
ARDS AND NORTH DOWN,HARBOUR,2016,All Sales,107,52250,90000,132500,164993,200000,520000
ARDS AND NORTH DOWN,HARBOUR,2017,All Sales,98,46500,103000,132500,173242,220000,500000
ARDS AND NORTH DOWN,HARBOUR,2018,All Sales,109,55000,96875,130000,167829,220000,705000
ARDS AND NORTH DOWN,HARBOUR,2019,All Sales,102,60000,92500,146000,163501,210000,540000
ARDS AND NORTH DOWN,HARBOUR,2020,All Sales,67,56000,106400,154000,189614,215000,585000
ARDS AND NORTH DOWN,HARBOUR,2021,All Sales,135,69000,125000,195000,238607,310000,607700
ARDS AND NORTH DOWN,HARBOUR,2022,All Sales,101,66000,110000,163000,220750,275000,715000
ARDS AND NORTH DOWN,HARBOUR,2023,All Sales,99,70000,110750,179255,225865,299250,750000
ARDS AND NORTH DOWN,HELEN'S BAY,2005,All Sales,75,70000,172500,225000,253092,300000,660000
ARDS AND NORTH DOWN,HELEN'S BAY,2006,All Sales,93,71500,214000,295000,312778,375000,1E+006
ARDS AND NORTH DOWN,HELEN'S BAY,2007,All Sales,74,120000,305000,393000,456303,500000,2E+006
ARDS AND NORTH DOWN,HELEN'S BAY,2008,All Sales,32,.,.,.,.,.,.
ARDS AND NORTH DOWN,HELEN'S BAY,2009,All Sales,37,105000,195000,250000,288317,377500,590000
ARDS AND NORTH DOWN,HELEN'S BAY,2010,All Sales,35,100000,209000,290000,310629,350000,975000
ARDS AND NORTH DOWN,HELEN'S BAY,2011,All Sales,36,60000,148000,195000,214206,265000,540000
ARDS AND NORTH DOWN,HELEN'S BAY,2012,All Sales,44,76000,168000,200000,230374,285000,630000
ARDS AND NORTH DOWN,HELEN'S BAY,2013,All Sales,54,85000,171500,241000,281581,357500,800000
ARDS AND NORTH DOWN,HELEN'S BAY,2014,All Sales,69,72500,199500,295000,314126,381500,1E+006
ARDS AND NORTH DOWN,HELEN'S BAY,2015,All Sales,64,80000,192500,248250,289872,353750,1E+006
ARDS AND NORTH DOWN,HELEN'S BAY,2016,All Sales,67,70000,168750,270750,300408,390000,927000
ARDS AND NORTH DOWN,HELEN'S BAY,2017,All Sales,59,112500,175000,265250,291235,400000,850000
ARDS AND NORTH DOWN,HELEN'S BAY,2018,All Sales,52,108000,195000,235000,282443,330000,940000
ARDS AND NORTH DOWN,HELEN'S BAY,2019,All Sales,75,90000,230000,272500,320059,421500,870000
ARDS AND NORTH DOWN,HELEN'S BAY,2020,All Sales,51,106000,235950,282500,332051,367000,915000
ARDS AND NORTH DOWN,HELEN'S BAY,2021,All Sales,95,125000,240000,295000,358223,412150,1E+006
ARDS AND NORTH DOWN,HELEN'S BAY,2022,All Sales,54,125000,240000,340000,354232,430000,940000
ARDS AND NORTH DOWN,HELEN'S BAY,2023,All Sales,51,116000,250000,345000,356806,396000,800000
ARDS AND NORTH DOWN,HOLYWOOD,2005,All Sales,92,45000,156000,195000,239859,280000,853101
ARDS AND NORTH DOWN,HOLYWOOD,2006,All Sales,102,110000,185000,245000,277254,331500,925000
ARDS AND NORTH DOWN,HOLYWOOD,2007,All Sales,78,55000,200000,286000,346999,400000,2E+006
ARDS AND NORTH DOWN,HOLYWOOD,2008,All Sales,29,.,.,.,.,.,.
ARDS AND NORTH DOWN,HOLYWOOD,2009,All Sales,47,75000,140000,181250,182975,207500,363500
ARDS AND NORTH DOWN,HOLYWOOD,2010,All Sales,48,106000,195000,235000,303272,360000,1E+006
ARDS AND NORTH DOWN,HOLYWOOD,2011,All Sales,53,67500,155000,190000,203054,235000,550000
ARDS AND NORTH DOWN,HOLYWOOD,2012,All Sales,54,80000,165000,199000,227249,262000,630000
ARDS AND NORTH DOWN,HOLYWOOD,2013,All Sales,64,67000,135000,198475,223406,270000,680000
ARDS AND NORTH DOWN,HOLYWOOD,2014,All Sales,75,45000,129950,182500,217481,272500,785000
ARDS AND NORTH DOWN,HOLYWOOD,2015,All Sales,73,75000,167000,215000,264409,310000,860000
ARDS AND NORTH DOWN,HOLYWOOD,2016,All Sales,72,55000,182500,224500,265791,320000,815000
ARDS AND NORTH DOWN,HOLYWOOD,2017,All Sales,55,72000,150000,205000,241796,276000,880000
ARDS AND NORTH DOWN,HOLYWOOD,2018,All Sales,59,95000,170000,257700,296742,350000,855000
ARDS AND NORTH DOWN,HOLYWOOD,2019,All Sales,70,80000,202500,255000,298007,343250,835000
ARDS AND NORTH DOWN,HOLYWOOD,2020,All Sales,64,85000,197500,232500,282508,335000,851000
ARDS AND NORTH DOWN,HOLYWOOD,2021,All Sales,120,95000,197000,281000,312073,360000,750000
ARDS AND NORTH DOWN,HOLYWOOD,2022,All Sales,89,86000,196000,265000,303752,380000,1E+006
ARDS AND NORTH DOWN,HOLYWOOD,2023,All Sales,77,91500,193500,290750,363554,431250,2E+006
ARDS AND NORTH DOWN,KILCOOLEY,2005,All Sales,106,45000,69950,90436,91133,105000,155000
ARDS AND NORTH DOWN,KILCOOLEY,2006,All Sales,160,36040,97750,115000,117726,138475,239950
ARDS AND NORTH DOWN,KILCOOLEY,2007,All Sales,152,48750,118000,152000,159673,180000,670000
ARDS AND NORTH DOWN,KILCOOLEY,2008,All Sales,40,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILCOOLEY,2009,All Sales,25,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILCOOLEY,2010,All Sales,27,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILCOOLEY,2011,All Sales,46,40000,51250,63500,87575,103750,350000
ARDS AND NORTH DOWN,KILCOOLEY,2012,All Sales,41,37500,50500,60000,69216,80000,147038
ARDS AND NORTH DOWN,KILCOOLEY,2013,All Sales,59,36000,52500,80000,84236,110000,180000
ARDS AND NORTH DOWN,KILCOOLEY,2014,All Sales,72,39500,60000,89000,88627,113000,175000
ARDS AND NORTH DOWN,KILCOOLEY,2015,All Sales,51,47000,66000,93750,94851,111000,170000
ARDS AND NORTH DOWN,KILCOOLEY,2016,All Sales,45,45000,58000,66000,89279,105000,279950
ARDS AND NORTH DOWN,KILCOOLEY,2017,All Sales,49,45000,67000,87000,97523,119500,215000
ARDS AND NORTH DOWN,KILCOOLEY,2018,All Sales,58,50000,69975,97500,112153,131100,280000
ARDS AND NORTH DOWN,KILCOOLEY,2019,All Sales,70,47500,73000,111000,113574,135000,306500
ARDS AND NORTH DOWN,KILCOOLEY,2020,All Sales,54,52000,74225,112500,108996,129500,257500
ARDS AND NORTH DOWN,KILCOOLEY,2021,All Sales,60,65000,77000,97000,107686,127500,232000
ARDS AND NORTH DOWN,KILCOOLEY,2022,All Sales,75,60000,93000,117500,129963,165000,270000
ARDS AND NORTH DOWN,KILCOOLEY,2023,All Sales,48,70000,89950,118000,126550,137500,410000
ARDS AND NORTH DOWN,KILLINCHY,2005,All Sales,38,78500,156250,180000,201792,239975,420000
ARDS AND NORTH DOWN,KILLINCHY,2006,All Sales,62,98000,210000,250000,288707,382664,697500
ARDS AND NORTH DOWN,KILLINCHY,2007,All Sales,46,112000,235000,346350,375114,500000,860000
ARDS AND NORTH DOWN,KILLINCHY,2008,All Sales,16,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILLINCHY,2009,All Sales,15,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILLINCHY,2010,All Sales,22,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILLINCHY,2011,All Sales,19,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILLINCHY,2012,All Sales,18,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILLINCHY,2013,All Sales,33,.,.,.,.,.,.
ARDS AND NORTH DOWN,KILLINCHY,2014,All Sales,46,45000,129625,174000,189714,240000,445000
ARDS AND NORTH DOWN,KILLINCHY,2015,All Sales,45,65000,163000,197500,216509,248000,500000
ARDS AND NORTH DOWN,KILLINCHY,2016,All Sales,43,82500,160000,211475,230627,282500,575000
ARDS AND NORTH DOWN,KILLINCHY,2017,All Sales,47,65000,150000,187475,194878,235000,394000
ARDS AND NORTH DOWN,KILLINCHY,2018,All Sales,62,85000,172500,217500,223790,250700,487000
ARDS AND NORTH DOWN,KILLINCHY,2019,All Sales,44,105000,165000,207475,226158,265000,550000
ARDS AND NORTH DOWN,KILLINCHY,2020,All Sales,60,105950,196250,235000,271096,327500,720000
ARDS AND NORTH DOWN,KILLINCHY,2021,All Sales,63,75000,180000,244000,271241,355000,580000
ARDS AND NORTH DOWN,KILLINCHY,2022,All Sales,48,116500,200000,273250,318218,365000,1E+006
ARDS AND NORTH DOWN,KILLINCHY,2023,All Sales,47,120000,212500,251000,297801,365640,546000
ARDS AND NORTH DOWN,KIRCUBBIN,2005,All Sales,58,62500,81000,99000,124394,140950,375000
ARDS AND NORTH DOWN,KIRCUBBIN,2006,All Sales,89,75000,100000,134000,152163,187475,400000
ARDS AND NORTH DOWN,KIRCUBBIN,2007,All Sales,76,78000,160000,194000,217119,263000,475000
ARDS AND NORTH DOWN,KIRCUBBIN,2008,All Sales,25,.,.,.,.,.,.
ARDS AND NORTH DOWN,KIRCUBBIN,2009,All Sales,17,.,.,.,.,.,.
ARDS AND NORTH DOWN,KIRCUBBIN,2010,All Sales,18,.,.,.,.,.,.
ARDS AND NORTH DOWN,KIRCUBBIN,2011,All Sales,14,.,.,.,.,.,.
ARDS AND NORTH DOWN,KIRCUBBIN,2012,All Sales,41,46500,77500,100049,116315,137500,250000
ARDS AND NORTH DOWN,KIRCUBBIN,2013,All Sales,47,36000,75000,99975,114392,137475,309501
ARDS AND NORTH DOWN,KIRCUBBIN,2014,All Sales,51,42000,84125,112500,118519,142500,249950
ARDS AND NORTH DOWN,KIRCUBBIN,2015,All Sales,55,49000,80000,115000,126079,149500,295000
ARDS AND NORTH DOWN,KIRCUBBIN,2016,All Sales,70,50000,99950,128471,127699,150000,315000
ARDS AND NORTH DOWN,KIRCUBBIN,2017,All Sales,65,58000,95000,123000,139157,164950,290000
ARDS AND NORTH DOWN,KIRCUBBIN,2018,All Sales,80,60000,110000,147750,148235,175450,315000
ARDS AND NORTH DOWN,KIRCUBBIN,2019,All Sales,79,51000,96000,141701,134811,164225,265000
ARDS AND NORTH DOWN,KIRCUBBIN,2020,All Sales,66,79950,119225,157500,169610,207250,375000
ARDS AND NORTH DOWN,KIRCUBBIN,2021,All Sales,98,66000,119750,160000,177344,196250,455000
ARDS AND NORTH DOWN,KIRCUBBIN,2022,All Sales,80,69500,125000,160000,178049,215000,495000
ARDS AND NORTH DOWN,KIRCUBBIN,2023,All Sales,56,77000,120000,170000,193153,245000,445000
ARDS AND NORTH DOWN,LOUGHRIES,2005,All Sales,76,67500,99950,117500,136515,160000,400000
ARDS AND NORTH DOWN,LOUGHRIES,2006,All Sales,101,86000,123500,140000,155271,167500,440000
ARDS AND NORTH DOWN,LOUGHRIES,2007,All Sales,62,100000,180480,205000,245753,270000,855000
ARDS AND NORTH DOWN,LOUGHRIES,2008,All Sales,22,.,.,.,.,.,.
ARDS AND NORTH DOWN,LOUGHRIES,2009,All Sales,27,.,.,.,.,.,.
ARDS AND NORTH DOWN,LOUGHRIES,2010,All Sales,21,.,.,.,.,.,.
ARDS AND NORTH DOWN,LOUGHRIES,2011,All Sales,25,.,.,.,.,.,.
ARDS AND NORTH DOWN,LOUGHRIES,2012,All Sales,29,.,.,.,.,.,.
ARDS AND NORTH DOWN,LOUGHRIES,2013,All Sales,41,61000,88725,111250,135322,133975,385000
ARDS AND NORTH DOWN,LOUGHRIES,2014,All Sales,69,69000,105000,119725,139064,146250,405000
ARDS AND NORTH DOWN,LOUGHRIES,2015,All Sales,58,65000,106250,115000,138842,153725,400000
ARDS AND NORTH DOWN,LOUGHRIES,2016,All Sales,59,67000,101000,117750,142260,165000,414000
ARDS AND NORTH DOWN,LOUGHRIES,2017,All Sales,91,60000,119000,145000,150293,167500,355000
ARDS AND NORTH DOWN,LOUGHRIES,2018,All Sales,89,68000,123000,158625,168990,198326,585000
ARDS AND NORTH DOWN,LOUGHRIES,2019,All Sales,80,85000,121500,154500,161758,190290,425000
ARDS AND NORTH DOWN,LOUGHRIES,2020,All Sales,92,88500,140000,175000,186134,218000,495000
ARDS AND NORTH DOWN,LOUGHRIES,2021,All Sales,133,83000,145000,177500,197000,227500,685000
ARDS AND NORTH DOWN,LOUGHRIES,2022,All Sales,107,93000,161000,215000,230144,260000,615000
ARDS AND NORTH DOWN,LOUGHRIES,2023,All Sales,66,103000,159950,185000,218456,250500,599950
ARDS AND NORTH DOWN,LOUGHVIEW,2005,All Sales,90,46000,88000,110000,140011,141500,750000
ARDS AND NORTH DOWN,LOUGHVIEW,2006,All Sales,115,70500,119500,155000,189455,202500,720500
ARDS AND NORTH DOWN,LOUGHVIEW,2007,All Sales,76,62000,165000,205000,280484,250000,1E+006
ARDS AND NORTH DOWN,LOUGHVIEW,2008,All Sales,32,.,.,.,.,.,.
ARDS AND NORTH DOWN,LOUGHVIEW,2009,All Sales,48,60000,100000,132000,157494,168000,485000
ARDS AND NORTH DOWN,LOUGHVIEW,2010,All Sales,48,45000,115000,137000,178093,225000,700000
ARDS AND NORTH DOWN,LOUGHVIEW,2011,All Sales,41,58000,87000,100240,147635,150000,750000
ARDS AND NORTH DOWN,LOUGHVIEW,2012,All Sales,51,56000,82000,110000,160661,170000,550000
ARDS AND NORTH DOWN,LOUGHVIEW,2013,All Sales,47,50000,87500,113000,143621,159950,430000
ARDS AND NORTH DOWN,LOUGHVIEW,2014,All Sales,68,44950,98525,130000,173545,200000,775000
ARDS AND NORTH DOWN,LOUGHVIEW,2015,All Sales,82,39500,100000,134950,201800,316000,537500
ARDS AND NORTH DOWN,LOUGHVIEW,2016,All Sales,67,50000,95000,122000,162845,147000,530000
ARDS AND NORTH DOWN,LOUGHVIEW,2017,All Sales,61,61000,99950,128000,135051,145000,500000
ARDS AND NORTH DOWN,LOUGHVIEW,2018,All Sales,67,60000,105000,127500,187469,189000,670000
ARDS AND NORTH DOWN,LOUGHVIEW,2019,All Sales,72,70000,108000,144000,172075,175500,650000
ARDS AND NORTH DOWN,LOUGHVIEW,2020,All Sales,56,72000,110000,145000,173792,200000,500000
ARDS AND NORTH DOWN,LOUGHVIEW,2021,All Sales,101,84000,137000,167500,227849,225000,825000
ARDS AND NORTH DOWN,LOUGHVIEW,2022,All Sales,70,80000,145000,175000,214153,214676,900000
ARDS AND NORTH DOWN,LOUGHVIEW,2023,All Sales,92,60000,140000,195000,252401,252500,950000
ARDS AND NORTH DOWN,MOVILLA,2005,All Sales,85,58000,84500,101750,107187,114950,249999
ARDS AND NORTH DOWN,MOVILLA,2006,All Sales,156,62500,98500,124775,127521,150000,400000
ARDS AND NORTH DOWN,MOVILLA,2007,All Sales,87,83750,152000,188000,188929,210000,450000
ARDS AND NORTH DOWN,MOVILLA,2008,All Sales,34,.,.,.,.,.,.
ARDS AND NORTH DOWN,MOVILLA,2009,All Sales,25,.,.,.,.,.,.
ARDS AND NORTH DOWN,MOVILLA,2010,All Sales,28,.,.,.,.,.,.
ARDS AND NORTH DOWN,MOVILLA,2011,All Sales,27,.,.,.,.,.,.
ARDS AND NORTH DOWN,MOVILLA,2012,All Sales,29,.,.,.,.,.,.
ARDS AND NORTH DOWN,MOVILLA,2013,All Sales,45,39500,71000,87500,92790,106500,165000
ARDS AND NORTH DOWN,MOVILLA,2014,All Sales,59,46500,79000,94000,96439,115000,160000
ARDS AND NORTH DOWN,MOVILLA,2015,All Sales,60,52500,86500,108500,106333,125000,169000
ARDS AND NORTH DOWN,MOVILLA,2016,All Sales,74,60000,98000,130075,128012,154700,221001
ARDS AND NORTH DOWN,MOVILLA,2017,All Sales,85,57000,93500,126000,123379,155000,211155
ARDS AND NORTH DOWN,MOVILLA,2018,All Sales,74,50000,95000,128250,130825,165000,235000
ARDS AND NORTH DOWN,MOVILLA,2019,All Sales,92,69250,102000,133000,131448,160500,215000
ARDS AND NORTH DOWN,MOVILLA,2020,All Sales,91,74000,107500,146500,136640,164287,234016
ARDS AND NORTH DOWN,MOVILLA,2021,All Sales,88,71000,107000,134725,135685,159000,212000
ARDS AND NORTH DOWN,MOVILLA,2022,All Sales,90,85000,109950,144950,149134,180000,374950
ARDS AND NORTH DOWN,MOVILLA,2023,All Sales,68,72000,106000,142500,153077,189950,368000
ARDS AND NORTH DOWN,PORTAFERRY,2005,All Sales,56,48500,82000,96877,111651,124500,240000
ARDS AND NORTH DOWN,PORTAFERRY,2006,All Sales,74,52500,100000,128000,149254,190000,385000
ARDS AND NORTH DOWN,PORTAFERRY,2007,All Sales,51,110000,149250,190000,221122,270000,465000
ARDS AND NORTH DOWN,PORTAFERRY,2008,All Sales,16,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2009,All Sales,17,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2010,All Sales,13,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2011,All Sales,11,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2012,All Sales,25,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2013,All Sales,33,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2014,All Sales,22,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2015,All Sales,30,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2016,All Sales,36,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2017,All Sales,36,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2018,All Sales,38,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2019,All Sales,34,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAFERRY,2020,All Sales,52,54100,80000,117000,131099,160000,299950
ARDS AND NORTH DOWN,PORTAFERRY,2021,All Sales,61,74000,109950,139500,170064,215000,420000
ARDS AND NORTH DOWN,PORTAFERRY,2022,All Sales,51,82500,110000,145000,163088,175000,425000
ARDS AND NORTH DOWN,PORTAFERRY,2023,All Sales,42,86000,120000,159000,175688,190000,565000
ARDS AND NORTH DOWN,PORTAVOGIE,2005,All Sales,85,46634,86193,94725,98494,110975,199500
ARDS AND NORTH DOWN,PORTAVOGIE,2006,All Sales,120,64950,96750,115500,128735,145500,313000
ARDS AND NORTH DOWN,PORTAVOGIE,2007,All Sales,128,77500,160000,180000,192519,200000,525000
ARDS AND NORTH DOWN,PORTAVOGIE,2008,All Sales,33,55000,100000,125000,145413,160000,405000
ARDS AND NORTH DOWN,PORTAVOGIE,2009,All Sales,23,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2010,All Sales,17,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2011,All Sales,22,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2012,All Sales,31,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2013,All Sales,43,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2014,All Sales,48,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2015,All Sales,50,.,.,.,.,.,.
ARDS AND NORTH DOWN,PORTAVOGIE,2016,All Sales,49,54000,78000,87500,94086,108000,165000
ARDS AND NORTH DOWN,PORTAVOGIE,2017,All Sales,68,53500,80000,105000,115667,134850,260000
ARDS AND NORTH DOWN,PORTAVOGIE,2018,All Sales,73,52000,80000,104000,118884,145000,299000
ARDS AND NORTH DOWN,PORTAVOGIE,2019,All Sales,66,58000,82000,98000,125281,133975,420000
ARDS AND NORTH DOWN,PORTAVOGIE,2020,All Sales,55,59950,86750,117000,131565,148900,329950
ARDS AND NORTH DOWN,PORTAVOGIE,2021,All Sales,87,70000,105000,140725,152499,166250,359950
ARDS AND NORTH DOWN,PORTAVOGIE,2022,All Sales,71,64000,105000,148000,158257,181500,349950
ARDS AND NORTH DOWN,PORTAVOGIE,2023,All Sales,75,75000,110000,145000,168847,199950,500000
ARDS AND NORTH DOWN,RATHGAEL,2005,All Sales,107,50000,84475,101000,104271,115000,207000
ARDS AND NORTH DOWN,RATHGAEL,2006,All Sales,113,49000,105000,120000,131521,149950,450000
ARDS AND NORTH DOWN,RATHGAEL,2007,All Sales,95,70000,165000,185000,193091,210000,495000
ARDS AND NORTH DOWN,RATHGAEL,2008,All Sales,39,75000,127500,166500,164016,177500,435000
ARDS AND NORTH DOWN,RATHGAEL,2009,All Sales,39,51000,115000,135000,133605,152000,268000
ARDS AND NORTH DOWN,RATHGAEL,2010,All Sales,18,.,.,.,.,.,.
ARDS AND NORTH DOWN,RATHGAEL,2011,All Sales,45,37500,71000,90750,97537,116000,224000
ARDS AND NORTH DOWN,RATHGAEL,2012,All Sales,40,42000,78000,90000,93662,110000,147500
ARDS AND NORTH DOWN,RATHGAEL,2013,All Sales,37,43000,60000,83000,81221,97750,115000
ARDS AND NORTH DOWN,RATHGAEL,2014,All Sales,67,46000,70725,92750,98550,112500,207000
ARDS AND NORTH DOWN,RATHGAEL,2015,All Sales,50,50000,84000,104000,107364,125500,200000
ARDS AND NORTH DOWN,RATHGAEL,2016,All Sales,66,52500,80000,106500,106581,124000,215000
ARDS AND NORTH DOWN,RATHGAEL,2017,All Sales,67,50000,102225,123975,117000,128000,203000
ARDS AND NORTH DOWN,RATHGAEL,2018,All Sales,59,58000,96500,115000,116313,132500,225000
ARDS AND NORTH DOWN,RATHGAEL,2019,All Sales,84,55000,118500,155000,150180,172500,269895
ARDS AND NORTH DOWN,RATHGAEL,2020,All Sales,113,70000,120500,149950,150159,176250,260729
ARDS AND NORTH DOWN,RATHGAEL,2021,All Sales,132,66000,129475,173787,163442,190000,375000
ARDS AND NORTH DOWN,RATHGAEL,2022,All Sales,112,80000,124500,164000,174324,210000,353883
ARDS AND NORTH DOWN,RATHGAEL,2023,All Sales,101,71000,142000,210000,194716,237500,325000
ARDS AND NORTH DOWN,RATHMORE,2005,All Sales,63,54101,111500,120000,132229,150000,250000
