ArrivalAtBip,CountryOfOriginName,CountryFromWhereConsigned,BCPName,CommodityCode,CommodityGroups,CommodityDescription,SpeciesNomination,GrossWeightKg,NetWeightKg,NumberOfPackages,Temperature,ForInternalMarket,DocumentaryCheck,IdentityCheckType,IdentityCheckResult,PhysicalCheck,PhysicalCheckDone,PhysicalCheckNotDone,LabTestDate,LabTestName,LabTestResult
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Pinjalo pinjalo,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Scarus ghobban,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Selar crumenophthalmus,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Selaroides leptolepis,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Siganus canaliculatus,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Sphyraena barracuda,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-02,India,India,Heathrow,3028990,Fish & fish products,Other,Stolephorus spp,1675,1417,77,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,Thailand,Thailand,Felixstowe,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,19872,18000,1800,frozen,HumanConsumption,satisfactory,sealcheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,Thailand,Thailand,Felixstowe,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,21840,20000,2000,frozen,HumanConsumption,satisfactory,sealcheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,Thailand,Thailand,Felixstowe,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,21240.91,19704,2463,frozen,HumanConsumption,satisfactory,sealcheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,Peru,Peru,London Thamesport,16041428,Fish & fish products,Other,Katsuwonus (Euthynnus) pelamis,20288.4,14059.2,2020,chilled,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-03,Vietnam,Vietnam,Southampton,1905,"Preparations of cereals, flour, starch or milk","Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",N/A,2295,2050,300,ambient,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-03,China,China,Felixstowe,5040000,Casings,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked",Sus scrofa,21995,17430,83,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,Thailand,Thailand,Felixstowe,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,25234,24420,1628,frozen,HumanConsumption,satisfactory,sealcheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,Thailand,Thailand,Felixstowe,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,12304.6,11186,5593,frozen,HumanConsumption,satisfactory,sealcheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,China,China,Southampton,230910,other POAO,"Dog or cat food, put up for retail sale",Aves,243.72,204.12,36,ambient,AnimalFeedingstuff,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,China,China,Felixstowe,50510,By-products,Feathers of a kind used for stuffing; down,N/A,20125,20000,250,ambient,TechnicalUse,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,China,China,Southampton,3047500,Fish & fish products,Alaska Pollock (Theragra chalcogramma),Theragra chalcogramma,22900,19136,4600,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-03,China,China,Southampton,230910,other POAO,"Dog or cat food, put up for retail sale",N/A,643.2,483.84,48,ambient,AnimalFeedingstuff,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Colombia,Colombia,London Tilbury,1905,"Preparations of cereals, flour, starch or milk","Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",N/A,4108,3669,1240,ambient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-04,Colombia,Colombia,London Tilbury,402,Milk,"Milk and cream, concentrated or containing added sugar or other sweetening matter",Bos taurus,4108,3669,1240,ambient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-04,Colombia,Colombia,London Tilbury,19041010,"Preparations of cereals, flour, starch or milk",Obtained from maize,N/A,4108,3669,1240,ambient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-04,Colombia,Colombia,London Tilbury,1905,"Preparations of cereals, flour, starch or milk","Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",N/A,4108,3669,1240,ambient,HumanConsumption,notsatisfactory,N/A,notdone,notdone,N/A,other,N/A,N/A,N/A
2021-01-04,Colombia,Colombia,London Tilbury,1901,Milk,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings|0401|to 0404, not containing cocoa or containing less than 5|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included",Bos taurus,4108,3669,1240,ambient,HumanConsumption,notsatisfactory,N/A,notdone,notdone,N/A,other,N/A,N/A,N/A
2021-01-04,Colombia,Colombia,London Tilbury,19041010,"Preparations of cereals, flour, starch or milk",Obtained from maize,N/A,4108,3669,1240,ambient,HumanConsumption,notsatisfactory,N/A,notdone,notdone,N/A,other,N/A,N/A,N/A
2021-01-04,United States,United States,Southampton,16042010,Fish & fish products,Of salmon,Oncorhynchus nerka,18551,14620.32,2860,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,United States,Canada,Southampton,16041100,Fish & fish products,Salmon,Oncorhynchus nerka,17744,13464,6600,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,China,China,Felixstowe,3032300,Fish & fish products,Tilapias (Oreochromis spp.),Oreochromis spp,22750,16800,3500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Morocco,Morocco,Liverpool,16041319,Fish & fish products,Other,Sardina pilchardus,19850,15000,5000,ambient,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-04,Brazil,Brazil,London Gateway,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,25340.7,23100,42,frozen,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-04,Brazil,Brazil,London Gateway,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,25340.7,23100,42,frozen,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-04,United States,United States,London Gateway,17021100,N/A,"Containing by weight 99?% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",N/A,50,40,3,ambient,Other,notsatisfactory,fullidentitycheck,notsatisfactory,notdone,N/A,other,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3032500,Fish & fish products,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Cirrhinus spp,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Ailia coila,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Amblypharyngodon mola,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Anabas testudineus,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Clarias spp,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Corica soborna,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Eutropiichthys vacha,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Lepidocephalichtys guntea,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Mastacembelus armatus,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Mystus tengara,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Mystus vittatus,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Nandus nandus,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Ompok pabda,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Oreochromis niloticus,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Otra pesca,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Puntius sarana,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Puntius spp,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3038910,Fish & fish products,Freshwater fish,Wallago attu,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,Bangladesh,Bangladesh,Felixstowe,3061799,Fish & fish products,Other,Metapenaeus spp,22500,9370,1500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-04,United States,United States,Stansted,4100000,Products of animal origin,"Insects and other edible products of animal origin, not elsewhere specified or included",N/A,0.91,0.82,1,ambient,HumanConsumption,notsatisfactory,fullidentitycheck,satisfactory,notdone,N/A,other,N/A,N/A,N/A
2021-01-05,India,India,Felixstowe,16055400,Fish & fish products,Cuttlefish and squid,Loligo spp.,21340,17460,1940,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,India,India,Felixstowe,3074338,Fish & fish products,Other,Loligo duvauceli,21340,17460,1940,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,China,China,Southampton,16041519,Fish & fish products,Other,Scomber japonicus,45120,38352,3760,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,Thailand,Thailand,Heathrow,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,60,20,2,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,India,India,Manchester,3028990,Fish & fish products,Other,Harpadon nehereus,1200,675,36,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,India,India,Manchester,3028990,Fish & fish products,Other,Leptomelanosoma indicum,1200,675,36,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,India,India,Manchester,3028990,Fish & fish products,Other,Lutjanus spp,1200,675,36,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,India,India,Manchester,3028990,Fish & fish products,Other,Otra pesca,1200,675,36,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,India,India,Manchester,3028990,Fish & fish products,Other,Pampus argenteus,1200,675,36,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,India,India,Manchester,3063100,Fish & fish products,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",Panulirus homarus,1200,675,36,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-05,Burma,Burma,Southampton,3032500,Fish & fish products,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Catla catla,24735,23600,1135,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,Burma,Burma,Southampton,3032500,Fish & fish products,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Cirrhinus cirrhosus,24735,23600,1135,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,Burma,Burma,Southampton,3032500,Fish & fish products,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Labeo rohita,24735,23600,1135,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,Burma,Burma,Southampton,3038910,Fish & fish products,Freshwater fish,Sperata aor,24735,23600,1135,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-05,Burma,Burma,Southampton,3038910,Fish & fish products,Freshwater fish,Wallago attu,24735,23600,1135,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-06,Canada,Canada,Southampton,16052190,Fish & fish products,Other,Pandalus spp,22325,18720,2080,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-06,India,India,Felixstowe,16055400,Fish & fish products,Cuttlefish and squid,Loligo spp.,20900,17100,1900,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-06,India,India,Felixstowe,3061792,Fish & fish products,Shrimps of the genus Penaeus,Penaeus (Litopenaeus) vannamei,21250,12000,2500,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-06,Bangladesh,Bangladesh,Felixstowe,3061799,Fish & fish products,Other,Macrobrachium rosenbergii,24800,12084,2800,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-06,Vietnam,Vietnam,London Gateway,16041991,Fish & fish products,"Fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen",Pangasius spp,17410,14148,3370,frozen,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-07,Seychelles,Seychelles,London Thamesport,16041421,Fish & fish products,In vegetable oil,Katsuwonus (Euthynnus) pelamis,1368,950.4,1368,ambient,HumanConsumption,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-01-07,Bangladesh,Bangladesh,Felixstowe,3061799,Fish & fish products,Other,Macrobrachium rosenbergii,22950,9720,2700,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-07,Bangladesh,Bangladesh,Felixstowe,3061799,Fish & fish products,Other,Macrobrachium rosenbergii,23900,9360,2600,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-07,China,China,Liverpool,5119190,Animal feed,Other,Invertebrata,11245.5,9180,2295,ambient,AnimalFeedingstuff,satisfactory,sealcheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-07,China,China,Felixstowe,230910,other POAO,"Dog or cat food, put up for retail sale",N/A,294,226.8,210,ambient,AnimalFeedingstuff,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-07,Ghana,Ghana,Heathrow,3054490,Fish & fish products,Other,Clarias spp,115,113,37,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,2021-01-08,Benzo-a-pyrene,satisfactory
2021-01-07,Ghana,Ghana,Heathrow,3054980,Fish & fish products,Other,Lates niloticus,115,113,37,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,2021-01-08,Benzo-a-pyrene,satisfactory
2021-01-07,Ghana,Ghana,Heathrow,3054980,Fish & fish products,Other,Tilapia spp,115,113,37,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,2021-01-08,Benzo-a-pyrene,satisfactory
2021-01-07,China,China,Felixstowe,3047500,Fish & fish products,Alaska Pollock (Theragra chalcogramma),Theragra chalcogramma,23000,16707.2,4600,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,N/A,N/A,N/A
2021-01-08,Ghana,Ghana,London Gateway,4090000,Honey,Natural honey,Apis mellifera,702.5,702,19,ambient,HumanConsumption,notsatisfactory,sealcheck,notsatisfactory,notdone,N/A,other,N/A,N/A,N/A
2021-01-08,China,China,Felixstowe,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,22197,20160,2100,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-08,China,China,Southampton,3047190,Fish & fish products,Other,Gadus morhua,23500,18929.16,2364,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-08,China,China,Grimsby,3047500,Fish & fish products,Alaska Pollock (Theragra chalcogramma),Theragra chalcogramma,840,736,230,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-08,China,China,Grimsby,3047500,Fish & fish products,Alaska Pollock (Theragra chalcogramma),Theragra chalcogramma,5410,4790.06,1503,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-08,China,China,Grimsby,3047500,Fish & fish products,Alaska Pollock (Theragra chalcogramma),Theragra chalcogramma,5840,5167.7,1667,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Papua New Guinea,Papua New Guinea,Felixstowe,16041428,Fish & fish products,Other,Katsuwonus (Euthynnus) pelamis,21820,18781.2,1665,ambient,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,satisfactory,N/A,N/A,2021-01-14,Histamine,satisfactory
2021-01-09,Thailand,Thailand,Southampton,160232,Poultry,Of fowls of the species Gallus domesticus,Aves,24220,23100,35,frozen,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3024600,Fish & fish products,Cobia (Rachycentron canadum),Rachycentron canadum,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028180,Fish & fish products,Other,Rhizoprionodon acutus,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Carangidae,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Caranx spp,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Eleutheronema spp,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Epinephelus malabaricus,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Gymnocranius griseus,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Lates calcarifer,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Lethrinus spp,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Liza spp,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Lutjanus rivulatus,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Nemipterus Japonicus,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Otra pesca,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Parastromateus niger,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Pinjalo pinjalo,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Rastrelliger kanagurta,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
2021-01-09,Sri Lanka,Sri Lanka,Heathrow,3028990,Fish & fish products,Other,Scomberomorus spp,3053,2593.3,122,chilled,HumanConsumption,satisfactory,fullidentitycheck,satisfactory,notdone,N/A,reducedchecksregime,N/A,N/A,N/A
