"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","60.7","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","SEO","39516","45147","Senior Technology Officer","40.72","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","SEO+","47521","53793","Senior Technology Officer","11","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","Grade 7","53720","66696","Senior Technology Officer/Manager","7","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","Grade 6","65704","81206","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","APP","20058","25188","Apprentice","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","APP","20058","25188","Apprentice","9.81","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","7.24","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","30.51","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","6","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","EO","28080","31675","Digital Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","6.81","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","46.38","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Digital Officer","7.73","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","HEO","34854","38409","Digital Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Technology Officer","40.49","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Digital Officer","5.65","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO+","47521","53793","Senior Technology Officer","8.68","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO+","47521","53793","Senior Digital Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO+","47521","53793","Senior Digital Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","SEO+","47521","53793","Senior Digital Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","Grade 7","53720","66696","Senior Digital Officer/Manager","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","Grade 7","53720","66696","Senior Digital Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","Grade 7","53720","66696","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","North East"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","Grade 7","53720","66696","Senior Technology Officer/Manager","7.86","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","Grade 7","53720","66696","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","50","Grade 6","65704","81206","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","EO","28080","31675","Data Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","EO","28080","31675","Data Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","HEO","34854","38409","Data Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","SEO","39516","45147","Senior Digital Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","SEO","39516","45147","Senior Data Officer","<5","Digital, Data and Technology Professions","London"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","SEO","39516","45147","Senior Data Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","Grade 7","53720","66696","Senior Data Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","48","Grade 6","65704","81206","Senior Digital Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","31","EO","28080","31675","Administrator","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","31","Grade 7","53720","66696","Senior LLC Officer/Manager","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","AO","23394","26757","Administrator","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","AO","23394","26757","Administrator","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","EO","28080","31675","Business Support Officer","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","EO","28080","31675","Business Support Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","HEO","34854","38409","Business Support Officer","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","HEO","34854","38409","Business Support Officer","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","HEO","34854","38409","Business Support Officer","<5","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","HEO","34854","38409","Business Support Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","9","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","13.65","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Project Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 7","53720","66696","Senior Business Support Officer/Manager","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 6","65704","81206","Senior Business Support Officer/Manager","<5","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","45","Grade 6","65704","81206","Senior Business Support Officer/Manager","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","AO","23394","26757","Administrator","12.81","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","AO","23394","26757","Administrator","6.86","Project Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","AO","23394","26757","Administrator","6","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","AO","23394","26757","Administrator","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","AO","23394","26757","Administrator","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","EO","28080","31675","LLC Officer","6.32","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","EO","28080","31675","LLC Officer","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","EO","28080","31675","LLC Officer","<5","Project Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","EO","28080","31675","LLC Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","EO","28080","31675","LLC Officer","<5","Project Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","8","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","7.8","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","6","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO+","47521","53793","Senior LLC Officer","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO+","47521","53793","Senior LLC Officer","<5","Project Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO+","47521","53793","Senior LLC Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO+","47521","53793","Senior LLC Officer","<5","Project Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","SEO+","47521","53793","Senior LLC Officer","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","Grade 7","53720","66696","Senior LLC Officer/Manager","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","Grade 7","53720","66696","Senior LLC Officer/Manager","<5","Project Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","Grade 7","53720","66696","Senior LLC Officer/Manager","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","46","Grade 6","65704","81206","Senior LLC Officer/Manager","<5","Project Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","EO","28080","31675","LLC Officer","<5","Project Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","EO","28080","31675","LLC Officer","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","London"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","HEO","34854","38409","LLC Officer","<5","Project Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Transformation Directorate","50","SEO+","47521","53793","Senior LLC Officer","<5","Project Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Transformation Directorate","48","SEO","39516","45147","Senior Business Support Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Transformation Directorate","53","SEO","39516","45147","Senior LLC Officer","<5","Project Delivery Profession","South West"
