"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","London"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","North East"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","North West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","Wales"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO","39516","45147","Senior Business Support Officer","<5","Human Resources Profession","London"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","London"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","West Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","Grade 7","53720","66696","Senior HR Officer/Manager","<5","Human Resources Profession","North East"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","Grade 7","53720","66696","Senior HR Officer/Manager","<5","Human Resources Profession","North West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","Grade 7","53720","66696","Senior HR Officer/Manager","<5","Human Resources Profession","South West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","Grade 6","65704","81206","Senior HR Officer/Manager","<5","Human Resources Profession","London"
"HM Land Registry","HM Land Registry","Human Resources Directorate","27","Grade 6","65704","81206","Senior HR Officer/Manager","<5","Human Resources Profession","South West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","31","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","Wales"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","APP","20058","25188","Apprentice","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","AO","23394","26757","Administrator","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","EO","28080","31675","HR Officer","20.38","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","EO","28080","31675","HR Officer","<5","Human Resources Profession","South West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","HEO","34854","38409","HR Officer","8.34","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","HEO","34854","38409","HR Officer","<5","Human Resources Profession","South West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO","39516","45147","Senior HR Officer","9","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","London"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO","39516","45147","Senior HR Officer","<5","Human Resources Profession","North East"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","South West"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","Wales"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","West Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","SEO+","47521","53793","Senior HR Officer","<5","Human Resources Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","Grade 7","53720","66696","Senior HR Officer/Manager","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","Grade 7","53720","66696","Senior HR Officer/Manager","<5","Human Resources Profession","London"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","Grade 7","53720","66696","Senior HR Officer/Manager","<5","Human Resources Profession","West Midlands"
"HM Land Registry","HM Land Registry","Human Resources Directorate","36","Grade 6","65704","81206","Senior HR Officer/Manager","<5","Human Resources Profession","East Midlands"
"HM Land Registry","HM Land Registry","Independent Complaints Review","1","EO","28080","31675","Business Support Officer","<5","Government Legal Profession","London"
"HM Land Registry","HM Land Registry","Independent Complaints Review","1","HEO","34854","38409","Business Support Officer","<5","Government Legal Profession","London"
"HM Land Registry","HM Land Registry","Independent Complaints Review","1","SEO","39516","45147","Senior Business Support Officer","<5","Government Legal Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","4","HEO","34854","38409","Customer Management Officer","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","4","SEO","39516","45147","Senior Customer Management Officer","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","4","SEO+","47521","53793","Senior Customer Management Officer","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","4","Grade 7","53720","66696","Senior Customer Management Officer/Manager","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","32","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","33","EO","28080","31675","Administrator","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","33","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","33","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","33","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","33","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","33","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","33","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","33","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","33","Grade 6","65704","81206","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","38","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","38","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Administrator","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Administrator","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Administrator","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Administrator","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","40.22","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","68.12","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","87.18","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","171.95","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","50.08","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","AO","23394","26757","Caseworker","112.91","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","26.27","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","13.95","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","26.95","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","48.31","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","20.43","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","8","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","37.49","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","EO","28080","31675","Caseworker","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","8.32","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","5.94","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","9.81","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","15.26","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","7.24","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","5.93","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","11.92","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","5.43","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","15.16","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 6","65704","81206","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","39","Grade 6","65704","81206","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","AA","20375","24017","Administrator","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Administrator","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Administrator","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Administrator","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Administrator","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","131.36","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","35.69","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","132.16","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","94.2","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","194.09","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","193.92","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","48.16","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","AO","23394","26757","Caseworker","23.09","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","252.64","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","52.28","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","65.22","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","240.01","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","223.71","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","277.01","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","298.95","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","164.28","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","EO","28080","31675","Caseworker","104.82","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","124.68","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","45.36","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","41.53","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","97.32","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","135.26","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","159.92","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","126.07","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","70.14","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","HEO","34854","38409","Caseworker","54.39","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","40.5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","7","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","15.44","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","25.65","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","37.46","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","53.26","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","39.68","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","30.34","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO","39516","45147","Senior Caseworker","8","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","8.76","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","6","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","5.61","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","7.35","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","5.95","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 7","53720","66696","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 6","65704","81206","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","London"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 6","65704","81206","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","40","Grade 6","65704","81206","Senior Caseworker Officer/Manager","<5","Operational Delivery Profession","South West"
"HM Land Registry","HM Land Registry","Service Delivery","42","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","43","AO","23394","26757","Administrator","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","43","AO","23394","26757","Caseworker","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","43","EO","28080","31675","Caseworker","<5","Operational Delivery Profession","North East"
"HM Land Registry","HM Land Registry","Service Delivery","43","EO","28080","31675","Caseworker","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","43","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","North West"
"HM Land Registry","HM Land Registry","Service Delivery","52","AO","23394","26757","Caseworker","8","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","52","AO","23394","26757","Caseworker","73.47","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","52","EO","28080","31675","Caseworker","15.09","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","52","EO","28080","31675","Caseworker","16.81","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","52","HEO","34854","38409","Caseworker","7.57","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","52","HEO","34854","38409","Caseworker","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO","39516","45147","Senior Caseworker","8.36","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO","39516","45147","Senior Caseworker","<5","Operational Delivery Profession","West Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO","39516","45147","Senior Caseworker","9.36","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","East Midlands"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","East of England"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","Wales"
"HM Land Registry","HM Land Registry","Service Delivery","52","SEO+","47521","53793","Senior Caseworker","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","AO","23394","26757","Administrator","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","HEO","34854","38409","Technology Officer","5.31","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","SEO","39516","45147","Senior Technology Officer","5.81","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","SEO+","47521","53793","Senior Technology Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","30","Grade 7","53720","66696","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","APP","20058","25188","Apprentice","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","HEO","34854","38409","Technology Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","SEO","39516","45147","Senior Technology Officer","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","SEO+","47521","53793","Senior Technology Officer","7.62","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","Grade 7","53720","66696","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","47","Grade 6","65704","81206","Senior Technology Officer/Manager","<5","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","APP","20058","25188","Apprentice","7","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","AO","23394","26757","Administrator","8.73","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","East of England"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","North West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","62.78","Digital, Data and Technology Professions","South West"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","Wales"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","West Midlands"
"HM Land Registry","HM Land Registry","Technology and Digital Services Directorate","49","EO","28080","31675","Technology Officer","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
