Owning Dept/ALB Department, Case Name, Value (£) (excluding VAT), Approval date,,,,,,,,,,,,,,,,,,
HMRC,HMRC - Teville Gate House Railway Approach Worthing,£23m,03/01/2019,,,,,,,,,,,,,,,,,,
