"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Community Development Work","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Community Service","30.45","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Customer Services","2.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Decision Support","38.16","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Design and Imagery","26.81","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Direct Military Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Driving","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","E-Communications","0.65","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Energy Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Health & Safety Practitioner","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Housing Service Delivery","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Information Assurance","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Information Technology","31.70","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Inventory Management","12.08","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Knowledge and Information Management","38.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Legal","0.81","Law"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Librarian","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Materiel Accounting","2.61","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Museum","15.98","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Obsolete Security","30.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Operational Analysis","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Performance Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Postal & Courier","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Programme Management","0.65","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Quality Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Reporting and Controls","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Safety Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Secretarial","65.57","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Secretariat & Private Office","23.63","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Security Management","0.68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Security Policy","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Security Support","5.86","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Service HR Expert","3.08","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Service HR Service Provider","301.34","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Site Estate","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Soft Facilities Management","15.68","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Storekeeping / Warehouse Operations","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Supply Chain Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Teaching","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Teaching Support","0.69","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Technical [Trades]","10.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Through Life Support","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Training Support","35.39","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Transaction Processing","4.16","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E1","19911","22637","Transport & Movement","23.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Administrative Support","179.77","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Business Management","0.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Civilian HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Community Service","1.35","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Customer Services","0.78","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Design and Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Knowledge and Information Management","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Obsolete Security","330.02","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Postal & Courier","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Secretarial","12.42","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Secretariat & Private Office","16.87","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Security Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Service HR Service Provider","10.34","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Site Estate","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Soft Facilities Management","10.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Training Support","1.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","E2","17476","19251","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Threshold Teacher","35927","38633","Teaching","182.11","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 4","23980","25507","Technical [Trades]","67.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 4","23980","25507","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Business Management","1.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Driving","114.31","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Materiel Accounting","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Port Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Site Estate","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Soft Facilities Management","7.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Storekeeping / Warehouse Operations","103.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Technical [Trades]","230.12","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Through Life Support","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Training Support","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Transport & Movement","17.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","WOME Production","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Administrative Support","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Business Management","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Driving","145.58","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Health & Safety Practitioner","7.68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Inventory Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Range Management","6.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Site Estate","8.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Soft Facilities Management","46.23","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Storekeeping / Warehouse Operations","498.08","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Technical [Trades]","14.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Transport & Movement","13.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","WOME Assets","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Business Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Community Service","3.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Driving","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Environmental Management and Assessment","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Health & Safety Practitioner","1.70","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Materiel Accounting","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Museum","4.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Postal & Courier","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Range Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Site Estate","77.65","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Soft Facilities Management","246.73","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Storekeeping / Warehouse Operations","17.54","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Technical [Trades]","28.85","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2 MSF","51913","60914","Security Policy","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","B2 MSF","51913","60914","Service HR Expert","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Administrative Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Audit and Assurance","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Business Management","27.02","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Direct Military Support","11.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Health & Safety and Environmental Protection Management","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Health & Safety Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Legal","1.00","Law"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Obsolete Security","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Senior Engineer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C1 MSF","38623","45294","Technology and Business Management","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Audit and Assurance","4.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Business Management","130.35","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Civilian HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Commercial Analysis","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Community Service","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Contract Performance Measurement & Management","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Direct Military Support","73.16","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Health & Safety Practitioner","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Health & Safety Practitioner","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Housing Service Delivery","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Human Resources","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Information Technology","5.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Inventory Management","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Knowledge and Information Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Logistics Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Logistics [Trades]","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Obsolete Security","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Operations & Capability Audit","0.69","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Policy Advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Port Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Range Management","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Safety Management","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Secretarial","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Secretariat & Private Office","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Security Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Service HR Expert","29.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Service HR Service Provider","15.81","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Site Estate","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Teaching","6.65","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Through Life Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Training Support","12.68","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","C2 MSF","31696","37174","Transport & Movement","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Business Management","19.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Direct Military Support","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Human Resources","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Inventory Management","1.76","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Protocol & Visits","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Service HR Expert","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Service HR Service Provider","8.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D MSF","25383","29766","Training Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Asst Principal Teacher","39774","39774","Teaching","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Headmaster","76617","76617","Teaching Leadership","0.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Deputy Headmaster","54255","54255","Teaching Leadership","1.90","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Queen Victoria School Principal Teacher","39774","51330","Teaching","11.40","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","D TTO","25543","33501","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Teacher","22917","33824","Teaching","130.95","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Teacher","22917","33824","Teaching Leadership","0.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Deputy Head Teacher","39374","80310","Teaching","0.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Deputy Head Teacher","39374","80310","Teaching Leadership","14.58","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Head Teacher","44544","90773","Teaching Leadership","15.39","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","House Matron QVS","16759","17839","Community Service","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 3","64001","70623","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 3","64001","70623","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 3","64001","70623","Teaching Advice/Inspection","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 4","20150","23363","Medical Technical","4.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 5","23023","29608","Medical Technical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 5","23023","29608","Nursing and Midwifery","3.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","NHS Band 7","33222","43041","Nursing and Midwifery","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","20 Squadron Skill Zone 2","24543","25507","Driving","10.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 3","19531","22664","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 1","16336","16864","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Storekeeping / Warehouse Operations","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Skill Zone 2","17853","18427","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Teaching and Learning Support Officer","21117","22845","Teaching Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Chief Youth and Community Officer","49319","58430","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Division Youth and Community Officer","39511","48208","Community Development Work","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Unqualified Youth and Community Worker","15477","23721","Community Development Work","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Prof Qualified Worker Level 2A","24408","26541","Community Development Work","0.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Prof Qualified Worker Level 2B","27246","29646","Community Development Work","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Prof Qualified Worker Level 3B","34062","36741","Community Development Work","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Senior Lecturer TSS Old Contract","49771","51761","Training Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 4 (Abated)","57354","63559","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 4 (Abated)","57354","63559","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 4 (Abated)","57354","63559","Teaching Advice/Inspection","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 5 (Abated)","50158","56263","Teaching","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 5 (Abated)","50158","56263","Teaching Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter","18983","28811","Fire Safety Practitioner","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Soulbury Tier 6","41148","51073","Teaching Advice/Inspection","2.81","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Basic Skills Tutor","22917","47298","Teaching","24.22","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Firefighter","18983","28811","Fire Safety Practitioner","309.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Leading Firefighter","30831","31833","Fire Safety Practitioner","118.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Fire Service Sub Officer","32373","33375","Fire Safety Practitioner","67.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army Command","1971252","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilian","2930.14","Other"
