Minister,Date of Trip,Destination,Purpose,"Scheduled','No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'",Number of officials accompanying Ministers (where non-scheduled travel is used),Total Cost including travel and accommodation of Minister only
"Minister without Portfolio, The Rt Hon Baroness Warsi",26-29 June 2011,"Astana, Kazakhstan",To represent the United Kingdom at the meeting of the Organisation of the Islamic Conference,Scheduled,,"£3,427"
