Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PCNOTE        4073                                ,            -122.9500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PCNOTE        4074                                ,            -122.9500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PCNOTE        4075                                ,            -221.8600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,Fisher Scientific UK                              ,PCNOTE        4080                                ,           -3825.2200,                                                  
DCMS                                              ,NHM                                               ,2012-04-18 00:00:00.000,B/S - Construction Ind Scheme Tax                 ,B/S - Construction Ind Scheme Tax                 ,Inland Revenue Department                         ,PINV      167502                                  ,            3262.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-19 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,The Moule Partnership                             ,PINV      167589                                  ,           26397.3600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,CF Asset Finance                                  ,PINV      167585                                  ,             381.5300,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167500                                  ,             264.3100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167500                                  ,             403.6500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167591                                  ,             182.6100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167592                                  ,             230.6500,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167592                                  ,             326.7600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167593                                  ,             182.6100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167595                                  ,             137.3100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167595                                  ,             152.2400,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167596                                  ,             191.0400,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167596                                  ,             226.8600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167598                                  ,              47.7600,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167598                                  ,             137.3100,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,               6.0800,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Sigma-Aldrich Company Limited                     ,PINV      167587                                  ,              30.4000,                                                  
DCMS                                              ,NHM                                               ,2012-04-20 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,SVM Facilities Group Ltd                          ,PINV      167564                                  ,               9.5400,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167746                                  ,              92.5400,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Construction & Property                      ,PINV      167746                                  ,             220.8900,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,Dannatt Johnson Architects                        ,PINV      167654                                  ,              17.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - C/A - Child Care Vouchers                   ,B/S - C/A - Child Care Vouchers                   ,Childcare Vouchers Lrtd                           ,PINV      167956                                  ,            4289.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,LexisNexis                                        ,PINV      167715                                  ,               2.7400,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Marks Sattin                                      ,PINV      167660                                  ,               7.8600,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Marks Sattin                                      ,PINV      167702                                  ,               8.7000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Marks Sattin                                      ,PINV      167703                                  ,               6.6800,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,Botany Administration                             ,Qiagen Limited                                    ,PINV      167658                                  ,              49.8200,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Qiagen Limited                                    ,PINV      167677                                  ,              66.8200,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Right Document Solutions                          ,PINV      167705                                  ,              14.8800,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Scientific Laboratory Supplies Ltd                ,PINV      167742                                  ,             108.1900,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      167622                                  ,               4.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      167718                                  ,              16.4800,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      167721                                  ,              12.8900,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Spring Personnel                                  ,PINV      167722                                  ,               3.3900,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Still HR                                          ,PINV      167743                                  ,               5.4100,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Video Arts Ltd                                    ,PINV      167701                                  ,              31.4800,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Virgin Media                                      ,PINV      167733                                  ,             148.8200,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,IT LAN Access                                     ,DCS ICT (Info Computer Techonology)               ,Virgin Media                                      ,PINV      167733                                  ,           23400.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Illumina UK Ltd.                                  ,PINV      167674                                  ,             261.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Lab Consumables                                   ,Zoology Research CLSD                             ,Illumina UK Ltd.                                  ,PINV      167674                                  ,            1306.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Lab Consumables                                   ,Botany Research                                   ,Qiagen Limited                                    ,PINV      167658                                  ,             607.8700,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Lab Consumables                                   ,Zoology Facility                                  ,Qiagen Limited                                    ,PINV      167677                                  ,             815.2400,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,Lab Consumables                                   ,Zoology Facility                                  ,Scientific Laboratory Supplies Ltd                ,PINV      167742                                  ,            1320.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,MF - General Running Costs                        ,VE VLE Learning Experience                        ,7E Communcations Ltd                              ,PINV      167680                                  ,             862.4800,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,MF - General Running Costs                        ,PEG Learning Programme Developers                 ,Stoke-on-Trent City Council                       ,PINV      167737                                  ,            1497.0100,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,MF - General Running Costs                        ,PEG Learning Programme Developers                 ,University of Manchester                          ,PINV      167736                                  ,            2786.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,MF - Travel Costs                                 ,PEG Directorate & Resources                       ,The Royal Society                                 ,PINV      167732                                  ,            2223.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Agency Staff Costs                          ,PEG - Development                                 ,Hays Accountancy Personnel                        ,PINV      167697                                  ,             868.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Equip & Related Costs                       ,Entomology Research                               ,Metrum Information Storage Limited                ,PINV      167740                                  ,             170.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Equip & Related Costs                       ,Entomology Research                               ,Metrum Information Storage Limited                ,PINV      167740                                  ,             850.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Government Car and Despatch Agency                ,PINV      167706                                  ,               4.5500,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Right Document Solutions                          ,PINV      167705                                  ,               1.3500,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Yell Ltd                                          ,PINV      167672                                  ,               2.9900,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Est Water/Sewage                            ,Estates Utilities & Rents                         ,Thames Water Utilities Ltd                        ,PINV      167692                                  ,            9039.3900,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,VE VLE Welcome&Information                        ,Fence Hire (Southern) Ltd                         ,PINV      167657                                  ,             600.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,VE VLE Welcome&Information                        ,Fence Hire (Southern) Ltd                         ,PINV      167661                                  ,            1000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-01 00:00:00.000,P/L - General Running Costs                       ,Botany Research                                   ,Imagemakers                                       ,PINV      167741                                  ,             305.7200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Construction Ind Scheme Tax                 ,B/S - Construction Ind Scheme Tax                 ,Mansfield Wahl                                    ,PINV      167926                                  ,            -124.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Construction Ind Scheme Tax                 ,B/S - Construction Ind Scheme Tax                 ,Mansfield Wahl                                    ,PINV      167928                                  ,             -33.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Construction Ind Scheme Tax                 ,B/S - Construction Ind Scheme Tax                 ,Mansfield Wahl                                    ,PINV      167929                                  ,            -438.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Farrer &Co                                        ,PINV      167754                                  ,             600.3400,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Hays Accountancy Personnel                        ,PINV      167955                                  ,             220.8900,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      167752                                  ,              34.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      167752                                  ,             444.8900,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Current Assets - Miscellaneous              ,B/S - Current Assets - Miscellaneous              ,Cambio Ltd                                        ,PINV      167973                                  ,            3825.2200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,Adams Environmental Ltd                           ,PINV      167952                                  ,               4.2900,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,Adams Environmental Ltd                           ,PINV      167953                                  ,               6.8700,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,B/S - Tangible F/A - L&B - Irrec VAT              ,B/S - Tangible F/A - L&B - Irrec VAT              ,ISG Interior Services Group Plc                   ,PINV      167853                                  ,              31.0100,                                                  
DCMS                                              ,NHM                                               ,2012-05-04 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,TYPORETUM                                         ,PGPC        5155                                  ,             449.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,20/20 SOFTWARE INC                                ,PGPC        5146                                  ,            1263.5300,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,20/20 SOFTWARE INC                                ,PGPC        5146                                  ,            1855.2600,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Amazon  Mktplce EU-UK                             ,PGPC        5154                                  ,              23.6500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Amazon EU                                         ,PGPC        5151                                  ,               3.3000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Amazon EU                                         ,PGPC        5151                                  ,              30.9900,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,              50.0500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,              50.3000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,             119.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,UPS LTD                                           ,PGPC        5151                                  ,              11.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,UPS LTD                                           ,PGPC        5151                                  ,              70.0900,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,              27.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,              30.5500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,              40.3000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,WESTONE CARS                                      ,PGPC        5159                                  ,              42.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,ROYAL MAIL GROUP                                  ,PGPC        5151                                  ,              -9.3800,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,ROYAL MAIL GROUP                                  ,PGPC        5151                                  ,             279.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,ROYAL MAIL GROUP                                  ,PGPC        5151                                  ,             509.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,ROYAL MAIL GROUP                                  ,PGPC        5151                                  ,             991.1700,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,SUSINO UK LTD                                     ,PGPC        5151                                  ,             267.8400,                                                  
DCMS                                              ,NHM                                               ,2012-05-08 00:00:00.000,B/S - Current Assets -  InterCompany              ,NHM Trading Company                               ,Trading Co                                        ,PGPC        5156                                  ,               6.5400,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167825                                  ,              39.4100,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167825                                  ,             480.9200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167826                                  ,              49.2700,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167826                                  ,             601.1500,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167854                                  ,              40.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167854                                  ,             494.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167857                                  ,              50.6200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167857                                  ,             617.6500,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167858                                  ,              50.6200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167858                                  ,             617.6500,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167859                                  ,              40.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Hays Construction & Property                      ,PINV      167859                                  ,             494.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,PEG I&D Design Studio CLOSED                      ,Source                                            ,PINV      167831                                  ,             448.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,PEG I&D Design Studio CLOSED                      ,Source                                            ,PINV      167833                                  ,             504.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,PEG I&D Design Studio CLOSED                      ,Source                                            ,PINV      167835                                  ,             504.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Science Administration Team                       ,Spring Personnel                                  ,PINV      167793                                  ,             522.2400,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Spring Personnel                                  ,PINV      167794                                  ,              56.1900,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,Sci L&A Collections&Reader Services               ,Spring Personnel                                  ,PINV      167794                                  ,             685.5300,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Agency Temporary Staff Costs                      ,DCS ICT (Info Computer Techonology)               ,Spring Personnel                                  ,PINV      167798                                  ,             503.1000,                                                  
