Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
--------------------------------------------------,--------------------------------------------------,-----------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,---------------------,--------------------------------------------------
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,Casson Mann                                       ,CADPINVSM0000008046                               ,            4812.5000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,SVM Facilities Group Ltd                          ,CADPINVSM0000008042                               ,            2500.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,SVM Facilities Group Ltd                          ,CADPINVSM0000008044                               ,            2000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,B/S -Tang FA - Perm Exhib Construct               ,PEG Visitor Offer Strat Non Exh Proj              ,Clements and Street Limited                       ,CADPINVSM0000008045                               ,            2074.2500,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Elec Works                                        ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000008039                               ,             455.7100,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Elec Works                                        ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000008051                               ,            1591.7600,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Abloy Security                                    ,CADPINVSM0000008055                               ,            1476.8000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,           -1400.1000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,             486.9200,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,             837.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,             931.1400,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,            1285.7000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,            1308.0300,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,            9286.7500,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008054                               ,            -461.9300,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008054                               ,             373.7500,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,FOH Uniform Costs                                 ,PEG Service Development (Ex Vis Exp)              ,Burlington Uniforms Limited                       ,CADPINVSM0000008054                               ,            4406.8500,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Burlington Uniforms Limited                       ,CADPINVSM0000008053                               ,              80.9900,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Burlington Uniforms Limited                       ,CADPINVSM0000008054                               ,              27.4700,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Irrecoverable VAT                                 ,Mineralogy Admin                                  ,CE Instruments Ltd                                ,CADPINVSM0000008048                               ,              63.1100,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Crest Commercial Removals Ltd                     ,CADPINVSM0000008047                               ,               5.6600,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,Maintenance & Repair                              ,Mineralogy Facility                               ,CE Instruments Ltd                                ,CADPINVSM0000008048                               ,             770.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,MF - General Running Costs                        ,DCS Directorate                                   ,Crest Commercial Removals Ltd                     ,CADPINVSM0000008047                               ,             890.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,MF - General Running Costs                        ,PEG I&D Design Studio CLOSED                      ,Godfrey Syrett                                    ,CADPINVSM0000008050                               ,             212.0000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,MF - General Running Costs                        ,PEG I&D Design Studio CLOSED                      ,Godfrey Syrett                                    ,CADPINVSM0000008050                               ,             366.5000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,MF - General Running Costs                        ,PEG I&D Design Studio CLOSED                      ,Godfrey Syrett                                    ,CADPINVSM0000008050                               ,             649.8000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,MF - IT Equipment < £5k                           ,PEG Innovations / Art Science                     ,Dell Computer Corporation Ltd                     ,CADPINVSM0000008052                               ,             950.3800,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Abloy Security                                    ,CADPINVSM0000008055                               ,               9.3900,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008039                               ,               2.9000,                                                  
DCMS                                              ,NHM                                               ,2012-04-17 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008051                               ,              10.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Emcor Facility Services Ltd                       ,CADPINVSM0000008142                               ,            5172.7000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,Mineralogy Research                               ,PANalytical Ltd.                                  ,CADPINVSM0000008119                               ,             189.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,Mineralogy Research                               ,PANalytical Ltd.                                  ,CADPINVSM0000008119                               ,             202.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,Mineralogy Research                               ,PANalytical Ltd.                                  ,CADPINVSM0000008119                               ,             296.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,Mineralogy Research                               ,PANalytical Ltd.                                  ,CADPINVSM0000008119                               ,             448.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,Mineralogy Research                               ,PANalytical Ltd.                                  ,CADPINVSM0000008119                               ,            4403.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,VDC Trading Ltd                                   ,CADPINVSM0000008106                               ,             832.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000008124                               ,            1543.6600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Market Lock and Safe                              ,CADPINVSM0000008135                               ,             645.8800,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Market Lock and Safe                              ,CADPINVSM0000008157                               ,             631.2300,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Est Statutory Mechanical Inspections              ,Estates Engineering                               ,Allianz                                           ,CADPINVSM0000008152                               ,            9176.0600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Teco Interiors Limited                            ,CADPINVSM0000008064                               ,            2822.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Furniture/Fixtures/Fittings                       ,Palaeontology Curation                            ,Godfrey Syrett                                    ,CADPINVSM0000008093                               ,             107.1400,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Furniture/Fixtures/Fittings                       ,Palaeontology Curation                            ,Godfrey Syrett                                    ,CADPINVSM0000008093                               ,             124.9900,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Furniture/Fixtures/Fittings                       ,Palaeontology Curation                            ,Godfrey Syrett                                    ,CADPINVSM0000008093                               ,             535.6800,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Furniture/Fixtures/Fittings                       ,Palaeontology Curation                            ,Godfrey Syrett                                    ,CADPINVSM0000008093                               ,             624.9600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Palaeontology Admin                               ,Adam Rouilly Ltd                                  ,CADPINVSM0000008094                               ,              56.9600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Palaeontology Admin                               ,Amber Composites Ltd                              ,CADPINVSM0000008113                               ,              56.5300,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Axiell Ltd                                        ,CADPINVSM0000008160                               ,              21.8800,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Bioline Reagents Limited                          ,CADPINVSM0000008114                               ,              79.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Mineralogy Admin                                  ,Bruker UK Ltd                                     ,CADPINVSM0000008122                               ,              88.2600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Palaeontology Admin                               ,Conservation by Design Ltd                        ,CADPINVSM0000008112                               ,              76.6600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Emcor Facility Services Ltd                       ,CADPINVSM0000008126                               ,             180.0700,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurodata Systems Limited                          ,CADPINVSM0000008085                               ,              40.2300,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurodata Systems Limited                          ,CADPINVSM0000008096                               ,              31.8400,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurodata Systems Limited                          ,CADPINVSM0000008097                               ,              40.2300,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Palaeontology Admin                               ,G Ryder & Co Ltd                                  ,CADPINVSM0000008161                               ,             485.5300,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Collections Committee (Furniture)                 ,Godfrey Syrett                                    ,CADPINVSM0000008100                               ,             122.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000008146                               ,              13.1700,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Collections Committee (Furniture)                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000008146                               ,             242.1100,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000008156                               ,              33.1100,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,Collections Committee (Furniture)                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000008156                               ,             278.5200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Imperial College                                  ,CADPINVSM0000008084                               ,              44.5200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,MF - IT Equipment < £5k                           ,Sci L&A Archives                                  ,Dell Computer Corporation Ltd                     ,CADPINVSM0000008101                               ,              72.7100,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,MF - IT Equipment < £5k                           ,Sci L&A Archives                                  ,Dell Computer Corporation Ltd                     ,CADPINVSM0000008101                               ,             887.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Advertising Costs                           ,PEG Marketing                                     ,Ambient Media Worldwide Ltd                       ,CADPINVSM0000008074                               ,             640.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Advertising Costs                           ,PEG Marketing                                     ,DLG                                               ,CADPINVSM0000008078                               ,            1010.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Advertising Costs                           ,PEG Marketing                                     ,Total Media Limited                               ,CADPINVSM0000008072                               ,             801.4600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Palaeontology Research                            ,Leica Microsystems (UK) Ltd                       ,CADPINVSM0000008108                               ,               5.3200,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Palaeontology Research                            ,Leica Microsystems (UK) Ltd                       ,CADPINVSM0000008108                               ,              26.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Palaeontology Research                            ,Leica Microsystems (UK) Ltd                       ,CADPINVSM0000008108                               ,             384.3500,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Palaeontology Research                            ,Leica Microsystems (UK) Ltd                       ,CADPINVSM0000008108                               ,            1921.7600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,            -542.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,            -108.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,               0.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,               2.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,               2.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,               9.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              10.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              11.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              14.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              26.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              33.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              34.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              47.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              68.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,              74.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             130.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             137.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             168.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             170.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             242.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             341.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,             686.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Equip & Related Costs                       ,Botany Research                                   ,Nikon (UK) Ltd                                    ,CADPINVSM0000008158                               ,            1210.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Allianz                                           ,CADPINVSM0000008152                               ,              58.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Cynergin Consultants Ltd                          ,CADPINVSM0000008123                               ,              71.9800,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,P/L - Signage                                     ,PEG Marketing                                     ,Zephyr Flags & Banners                            ,CADPINVSM0000008073                               ,             860.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Printing                             ,PEG Marketing                                     ,Benugo                                            ,CADPINVSM0000008075                               ,             600.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Printing                             ,PEG Marketing                                     ,Newgate Concise                                   ,CADPINVSM0000008076                               ,             440.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Printing                             ,PEG Marketing                                     ,Waterstone's                                      ,CADPINVSM0000008077                               ,             640.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Baker Mallett                                     ,CADPINVSM0000008150                               ,             913.4100,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Services/Fees                        ,Estates Engineering                               ,Cynergin Consultants Ltd                          ,CADPINVSM0000008123                               ,           11317.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Services/Fees                        ,Estates Engineering                               ,Cynergin Consultants Ltd                          ,CADPINVSM0000008147                               ,            4875.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Fothergill & Company                              ,CADPINVSM0000008151                               ,             992.6900,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,SVM Facilities Group Ltd                          ,CADPINVSM0000008149                               ,            1000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,SVM Facilities Group Ltd                          ,CADPINVSM0000008149                               ,            1500.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Radios                                            ,Est Security SK                                   ,Radiocoms Systems Limited                         ,CADPINVSM0000008154                               ,            2315.4100,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Sci Cap Irrecoverable VAT                         ,Zoology Admin                                     ,Nikon (UK) Ltd                                    ,CADPINVSM0000008104                               ,             995.1600,                                                  
DCMS                                              ,NHM                                               ,2012-05-02 00:00:00.000,Sci Cap Irrecoverable VAT                         ,Mineralogy Admin                                  ,Safe Build Systems Ltd                            ,CADPINVSM0000008121                               ,             357.3500,                                                  
