Birth Year,Birth Month,Country,Gov Region,County,Breed Type,Breed,Sex,Application Type,Number Of Births
2015,June     ,England,South West,Cornwall,Non Dairy,AUSTRALIAN LOWLINE X,F,Birth Application,1
2015,June     ,England,South East,Berkshire,Dairy,AYRSHIRE,F,Birth Application,2
2015,June     ,England,Eastern,Norfolk,Dairy,AYRSHIRE,F,Birth Application,5
2015,June     ,England,West Midlands,Hereford & Worcester,Dairy,AYRSHIRE,M,Birth Application,5
2015,June     ,England,South West,Dorset,Dairy,AYRSHIRE,F,Birth Application,2
2015,June     ,England,South West,Avon,Dairy,AYRSHIRE,M,Birth Application,2
2015,June     ,England,Eastern,Norfolk,Dairy,AYRSHIRE,M,Birth Application,1
2015,June     ,England,South East,Kent,Dairy,AYRSHIRE,M,Birth Application,4
2015,June     ,England,South West,Avon,Dairy,AYRSHIRE,F,Birth Application,3
2015,June     ,England,East Midland,Leicestershire,Dairy,AYRSHIRE,F,Birth Application,24
2015,June     ,England,West Midlands,Hereford & Worcester,Dairy,AYRSHIRE,F,Birth Application,5
2015,June     ,England,North West,Cheshire,Dairy,AYRSHIRE,F,Birth Application,34
2015,June     ,England,North West,Greater Manchester,Dairy,AYRSHIRE,M,Birth Application,14
2015,June     ,England,North East,Northumberland,Dairy,AYRSHIRE,F,Birth Application,3
2015,June     ,England,South West,Somerset,Dairy,AYRSHIRE,F,Birth Application,4
2015,June     ,England,North West,Greater Manchester,Dairy,AYRSHIRE,F,Birth Application,13
2015,June     ,England,East Midland,Derbyshire,Dairy,AYRSHIRE,M,Birth Application,29
2015,June     ,England,Yorkshire and the Humber,North Yorkshire,Dairy,AYRSHIRE,M,Birth Application,8
2015,June     ,England,West Midlands,Shropshire,Dairy,AYRSHIRE,M,Birth Application,2
2015,June     ,England,West Midlands,Warwickshire,Dairy,AYRSHIRE,M,Birth Application,3
2015,June     ,England,South West,Wiltshire,Dairy,AYRSHIRE,F,Birth Application,3
2015,June     ,England,South East,Buckinghamshire,Dairy,AYRSHIRE,F,Birth Application,3
2015,June     ,England,Yorkshire and the Humber,South Yorkshire,Dairy,AYRSHIRE,F,Birth Application,3
2015,June     ,England,South West,Devon,Dairy,AYRSHIRE,M,Birth Application,18
2015,June     ,England,South East,East Sussex,Dairy,AYRSHIRE,M,Birth Application,2
2015,June     ,England,North West,Lancashire,Dairy,AYRSHIRE,F,Birth Application,14
2015,June     ,England,South West,Cornwall,Dairy,AYRSHIRE,M,Birth Application,34
2015,June     ,England,Eastern,Hertfordshire,Dairy,AYRSHIRE,F,Birth Application,2
2015,June     ,England,Yorkshire and the Humber,West Yorkshire,Dairy,AYRSHIRE,F,Birth Application,1
2015,June     ,England,Eastern,Hertfordshire,Dairy,AYRSHIRE,M,Birth Application,3
2015,June     ,England,South West,Wiltshire,Dairy,AYRSHIRE,M,Birth Application,5
2015,June     ,England,West Midlands,Staffordshire,Dairy,AYRSHIRE,M,Birth Application,15
2015,June     ,England,Eastern,Essex,Dairy,AYRSHIRE,M,Birth Application,1
2015,June     ,England,Yorkshire and the Humber,South Yorkshire,Dairy,AYRSHIRE,M,Birth Application,1
2015,June     ,England,North West,Cumbria,Dairy,AYRSHIRE,F,Birth Application,51
2015,June     ,England,South East,Hampshire,Dairy,AYRSHIRE,F,Birth Application,6
2015,June     ,England,South East,Hampshire,Dairy,AYRSHIRE,M,Birth Application,8
2015,June     ,England,West Midlands,Staffordshire,Dairy,AYRSHIRE,F,Birth Application,9
2015,June     ,England,West Midlands,Warwickshire,Dairy,AYRSHIRE,F,Birth Application,2
2015,June     ,England,North West,Cumbria,Dairy,AYRSHIRE,M,Birth Application,33
2015,June     ,England,Yorkshire and the Humber,West Yorkshire,Dairy,AYRSHIRE,M,Birth Application,3
2015,June     ,England,Yorkshire and the Humber,North Yorkshire,Dairy,AYRSHIRE,F,Birth Application,10
2015,June     ,England,North West,Cheshire,Dairy,AYRSHIRE,M,Birth Application,12
2015,June     ,England,South West,Cornwall,Dairy,AYRSHIRE,F,Birth Application,56
2015,June     ,England,West Midlands,Shropshire,Dairy,AYRSHIRE,F,Birth Application,6
2015,June     ,England,South East,East Sussex,Dairy,AYRSHIRE,F,Birth Application,2
2015,June     ,England,South West,Dorset,Dairy,AYRSHIRE,M,Birth Application,1
2015,June     ,England,South East,Kent,Dairy,AYRSHIRE,F,Birth Application,10
2015,June     ,England,North West,Lancashire,Dairy,AYRSHIRE,M,Birth Application,14
2015,June     ,England,South West,Devon,Dairy,AYRSHIRE,F,Birth Application,56
2015,June     ,England,East Midland,Leicestershire,Dairy,AYRSHIRE,M,Birth Application,31
2015,June     ,England,East Midland,Derbyshire,Dairy,AYRSHIRE,F,Birth Application,27
2015,June     ,England,North East,Durham,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,England,East Midland,Derbyshire,Dairy,AYRSHIRE X,M,Birth Application,2
