Department,Organisation Name,Project name,Basis for expenditure approval,Total Value Approved (£),Date of approval,Lead Control
HMRC,HMRC,HMRC Marriage Allowance,Comms commence October 2015,2000000,09/09/2015,Advertising & Marketing
