Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 Wales , WHITE PARK , Non Dairy , F , 72 to 78 months ,1
 Wales , WHITE PARK , Non Dairy , F , 78 to 84 months ,4
 Wales , WHITE PARK , Non Dairy , F , 84 to 90 months ,2
 Wales , WHITE PARK , Non Dairy , F , 90 to 96 months ,7
 Wales , WHITE PARK , Non Dairy , F , 102+months ,28
 Wales , WHITE PARK , Non Dairy , F ,,1
 Wales , WHITE PARK , Non Dairy , M , 0 to 6 months ,6
 Wales , WHITE PARK , Non Dairy , M , 6 to 12 months ,5
 Wales , WHITE PARK , Non Dairy , M , 12 to 18 months ,13
 Wales , WHITE PARK , Non Dairy , M , 18 to 24 months ,9
 Wales , WHITE PARK , Non Dairy , M , 24 to 30 months ,7
 Wales , WHITE PARK , Non Dairy , M , 30 to 36 months ,3
 Wales , WHITE PARK , Non Dairy , M , 42 to 48 Months ,1
 Wales , WHITE PARK , Non Dairy , M , 54 to 60 months ,1
 Wales , WHITE PARK , Non Dairy , M , 102+months ,2
 Wales , WHITE PARK X , Non Dairy , F , 6 to 12 months ,1
 Wales , WHITE PARK X , Non Dairy , F , 12 to 18 months ,5
 Wales , WHITE PARK X , Non Dairy , F , 18 to 24 months ,4
 Wales , WHITE PARK X , Non Dairy , F , 24 to 30 months ,1
 Wales , WHITE PARK X , Non Dairy , F , 30 to 36 months ,5
 Wales , WHITE PARK X , Non Dairy , F , 42 to 48 Months ,2
 Wales , WHITE PARK X , Non Dairy , F , 48 to 54 months ,1
 Wales , WHITE PARK X , Non Dairy , F , 54 to 60 months ,2
 Wales , WHITE PARK X , Non Dairy , F , 60 to 66 months ,1
 Wales , WHITE PARK X , Non Dairy , F , 78 to 84 months ,3
 Wales , WHITE PARK X , Non Dairy , F , 90 to 96 months ,1
 Wales , WHITE PARK X , Non Dairy , F , 96 to102 months ,1
 Wales , WHITE PARK X , Non Dairy , F , 102+months ,13
 Wales , WHITE PARK X , Non Dairy , F ,,1
 Wales , WHITE PARK X , Non Dairy , M , 0 to 6 months ,1
 Wales , WHITE PARK X , Non Dairy , M , 6 to 12 months ,2
 Wales , WHITE PARK X , Non Dairy , M , 12 to 18 months ,3
 Wales , WHITE PARK X , Non Dairy , M , 18 to 24 months ,2
 Wales , WHITE PARK X , Non Dairy , M , 24 to 30 months ,1
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 0 to 6 months ,17
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 6 to 12 months ,10
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 12 to 18 months ,6
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 18 to 24 months ,17
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 24 to 30 months ,1
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 30 to 36 months ,10
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 36 to 42 months ,4
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 42 to 48 Months ,1
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 54 to 60 months ,2
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 78 to 84 months ,6
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 84 to 90 months ,15
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 90 to 96 months ,5
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 96 to102 months ,5
 Wales , WHITEBRED S/HORN X , Non Dairy , F , 102+months ,45
 Wales , WHITEBRED S/HORN X , Non Dairy , M , 0 to 6 months ,5
 Wales , WHITEBRED S/HORN X , Non Dairy , M , 6 to 12 months ,15
 Wales , WHITEBRED S/HORN X , Non Dairy , M , 12 to 18 months ,5
 Wales , WHITEBRED S/HORN X , Non Dairy , M , 18 to 24 months ,13
 Wales , WHITEBRED S/HORN X , Non Dairy , M , 24 to 30 months ,3
 Wales , WHITEBRED S/HORN X , Non Dairy , M , 30 to 36 months ,1
 Wales , WHITEBRED SHORTHORN , Non Dairy , F , 0 to 6 months ,1
 Wales , WHITEBRED SHORTHORN , Non Dairy , F , 6 to 12 months ,2
 Wales , WHITEBRED SHORTHORN , Non Dairy , F , 18 to 24 months ,3
Wales,WHITEBRED SHORTHORN,Non Dairy,F,30 to 36 months,6
Wales,WHITEBRED SHORTHORN,Non Dairy,F,42 to 48 Months,3
Wales,WHITEBRED SHORTHORN,Non Dairy,F,48 to 54 months,1
Wales,WHITEBRED SHORTHORN,Non Dairy,F,54 to 60 months,4
Wales,WHITEBRED SHORTHORN,Non Dairy,F,96 to102 months,1
Wales,WHITEBRED SHORTHORN,Non Dairy,F,102+months,1
Wales,WHITEBRED SHORTHORN,Non Dairy,M,0 to 6 months,1
Wales,WHITEBRED SHORTHORN,Non Dairy,M,6 to 12 months,3
Wales,WHITEBRED SHORTHORN,Non Dairy,M,12 to 18 months,3
Wales,WHITEBRED SHORTHORN,Non Dairy,M,18 to 24 months,2
Wales,WHITEBRED SHORTHORN,Non Dairy,M,48 to 54 months,1
Wales,WHITEBRED SHORTHORN,Non Dairy,M,66 to 72 months,2
Wales,WHITEBRED SHORTHORN,Non Dairy,M,84 to 90 months,1
Wales,WHITEBRED SHORTHORN,Non Dairy,M,102+months,2
