"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Wessex - Environment Management  Bristol Avon - Environmental Permitting Regulations Waste West","EA_DDWSX","SG5","34879","42955","Officer Wessex","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Business Strategy and Sustainable Places and Systems - Innovation and Development","EA_DDBSSPS","SG5","34879","42955","Officer Environment and Business","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire","EA_DDLNA","SG3","22792","27223","Environment Officer Lincolnshire and Northamptonshire","11.47","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Business Strategy and Sustainable Places and Systems - Strategy and Engagement","EA_DDBSSPS","SG6","44477","55631","Senior Advisor Environment and Business","3.71","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Trading and Regulatory Services","EA_DDTRS","SG5","34879","42955","Officer Operational Services","11.22","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations-West Midlands - Environment Management Warks - Environmental Permitting Regulations Waste International Waste Shipments","EA_DDWM","SG5","34879","42955","Officer Environment Management Warks","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire","EA_DDLNA","SG4","27572","33869","Environment Officer Lincolnshire and Northamptonshire","10.09","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - East Anglia - Environment Management Norfolk - Environmental Permitting Regulations Installations Essex and Suffolk","EA_DDEN","SG6","44477","55631","Team Leader East Anglia","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Radioactive Substance and Installations Regulation - Manufacturing and Local Authority Unit","EA_DDRSIR","SG7","55819","69471","Manager Environment and Business","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Land and Water Swale Ure Nidd and Ouse","EA_DDYOR","SG3","22792","27223","Environment Officer Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","75.31","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Trading and Regulatory Services","EA_DDTRS","SG5","34879","42955","Officer Operational Services","48.92","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - East Midlands","EA_DDEMD","SG6","44477","55631","Senior Specialist East Midlands","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire - Flood and Coastal Risk Management - Humber Project","EA_DDLNA","SG3","22792","27223","Team Member Lincolnshire and Northamptonshire","0.50","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Estates","EA_DDE","SG7","55819","69471","Manager Operations National Services","8.00","Property and Asset Management"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North and East","EA_DN","SG3","22792","27223","Team Member Operational Services","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Fisheries Biodiversity and Geomorphology South","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG2","18392","22274","Team Member Yorkshire","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Monitoring - Environmental Monitoring Services","EA_DDM","SG4","27572","33869","Officer Operational Services","13.72","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG6","44477","55631","Senior Officer North East","2.20","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG7","55819","69471","Manager North East","5.60","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Installations Landfill","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","2.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG6","44477","55631","Senior Specialist North East","4.86","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Incident Management Resilience - National Incident - Operations","EA_DDFFC","SG6","44477","55631","Senior Officer Incident Management and Resilience","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Officer North East","17.93","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East - Flood and Coastal Risk Management  Operations - Asset Performance Northumberland","EA_DDNEA","SG4","27572","33869","Officer North East","3.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Future Funding - Future Funding and Investment","EA_DFF","SG5","34879","42955","Advisor Environment and Business","3.00","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Waste Wakefield Calderdale and Kirklees","EA_DDYOR","SG3","22792","27223","Team Member Yorkshire","0.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Waste East","EA_DDYOR","SG3","22792","27223","Team Member Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality - Chemicals Regulatory Planning","EA_DDWQ","SG6","44477","55631","Senior Specialist Chemicals Regulatory Planning","2.72","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Treat Transfer and Storage","EA_DDWRM","SG7","55819","69471","Manager Environment and Business","0.80","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","8.97","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East - Flood and Coastal Risk Management  Operations - Asset Performance Tees","EA_DDNEA","SG4","27572","33869","Officer North East","3.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","9.70","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG7","55819","69471","Manager Yorkshire","4.81","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","EA_DDBIS","SG7","55819","69471","Manager Flood and Coastal Risk Management Directorate","1.00","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment - Fisheries","EA_DDAFNE","SG5","34879","42955","Advisor Environment and Business","1.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Team Leader North East","12.92","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG4","27572","33869","Officer North East","8.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Installations","EA_DDYOR","SG2","18392","22274","Team Member Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG6","44477","55631","Team Leader North East","5.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Evidence Analysis and Evaluation","EA_DDRAEEAE","SG6","44477","55631","Senior Advisor Environment and Business","7.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Environmental Crime Team","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","10.61","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Waste East","EA_DDYOR","SG3","22792","27223","Environment Officer Yorkshire","0.50","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Environmental Permitting Regulations Installations","EA_DDYOR","SG6","44477","55631","Team Leader Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG4","27572","33869","Officer North East","36.73","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Fisheries Biodiversity and Geomorphology North","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","7.10","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Specialist North East","13.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Permitting  - Central","EA_DDPC","SG5","34879","42955","Specialist Operational Services","27.23","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","7.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","7.21","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG3","22792","27223","Team Member North East","15.86","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Officer Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","EA_DDBIS","SG5","34879","42955","Advisor Digital and Skills","6.00","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Land and Water Rother","EA_DDYOR","SG3","22792","27223","Environment Officer Yorkshire","4.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG2","18392","22274","Team Member North East","7.50","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Waste Wakefield Calderdale and Kirklees","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","4.80","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Operations Business Services - Operations Change","EA_DONS","SG5","34879","42955","Specialist Operations National Services","1.76","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality","EA_DDWQ","SG3","22792","27223","Team Member Environment and Business","6.91","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Permitting  - Central","EA_DDPC","SG5","34879","42955","Team Leader Operational Services","32.38","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Land and Water Swale Ure Nidd and Ouse","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","6.49","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Fisheries Biodiversity and Geomorphology North","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","3.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Installations","EA_DDYOR","SG5","34879","42955","Officer Yorkshire","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","4.00","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Fisheries Biodiversity and Geomorphology South","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","0.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Installations","EA_DDYOR","SG5","34879","42955","Officer Yorkshire","4.66","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Installations","EA_DDYOR","SG3","22792","27223","Team Member Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG4","27572","33869","Advisor Yorkshire","3.86","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG4","27572","33869","Officer Installations","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Treat Transfer and Storage","EA_DDWRM","SG6","44477","55631","Senior Advisor Environment and Business","11.40","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East - Flood and Coastal Risk Management  Operations - Asset Performance Tyne and Wear","EA_DDNEA","SG5","34879","42955","Team Leader North East","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Planning and Engagement Business - Management","EA_DDYOR","SG6","44477","55631","Senior Officer Yorkshire","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Installations Landfill","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","4.72","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG6","44477","55631","Senior Advisor North East","2.86","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - River Basin","EA_DDRB","SG6","44477","55631","Senior Officer Operational Services","5.81","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management - Investment Delivery and Assurance","EA_DDIDA","SG3","22792","27223","Team Member Flood and Coastal Risk Management","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Specialist North East","3.00","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","Field","17043","23852","Team Member North East","14.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East - Environment Management Till and Tweed - Hydrology","EA_DDNEA","SG5","34879","42955","Specialist North East","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Operations Business Services - Operations Change","EA_DDOBS","SG5","34879","42955","Specialist Operations National Services","5.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Fisheries Biodiversity and Geomorphology South","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","6.61","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Fisheries Biodiversity and Geomorphology South","EA_DDYOR","SG3","22792","27223","Team Member Yorkshire","0.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Estates","EA_DDE","SG5","34879","42955","Team Leader Operations National Services","2.00","Property and Asset Management"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Installations Landfill","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Land and Water Aire","EA_DDYOR","SG5","34879","42955","Officer Yorkshire","0.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Land and Water Swale Ure Nidd and Ouse","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Advisor North East","8.95","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG6","44477","55631","Team Leader Yorkshire","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management - Allocation and National Programme Management","EA_DDANPM","SG5","34879","42955","Advisor Flood and Coastal Risk Management","11.80","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment - Biodiversity","EA_DDAFNE","SG6","44477","55631","Senior Advisor Environment and Business","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG2","18392","22274","Team Member North East","2.80","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Installations","EA_DDYOR","SG6","44477","55631","Team Leader Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Incident Management Resilience - Incident Risk Assurance","EA_DDFFC","SG6","44477","55631","Senior Advisor Incident Management and Resilience","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Specialist North East","1.17","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Land and Water Aire","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","5.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG3","22792","27223","Team Member Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Land and Water Aire","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - Asset Management","EA_DDAM","SG6","44477","55631","Senior Specialist Operational Services","9.48","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East - Flood and Coastal Risk Management  Operations - Asset Performance Tees","EA_DDNEA","SG5","34879","42955","Advisor North East","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Waste North","EA_DDYOR","SG3","22792","27223","Environment Officer Yorkshire","3.55","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Land and Water Rother","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Land and Water Rother","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Installations","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG5","34879","42955","Advisor North East","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Management","EA_DDYOR","SG7","55819","69471","Manager Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - East Midlands","EA_DDEMD","SG6","44477","55631","Senior Officer East Midlands","1.66","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Land and Water Rother","EA_DDYOR","SG5","34879","42955","Officer Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Waste East","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Environmental Permitting Regulations Installations","EA_DDYOR","SG5","34879","42955","Officer Yorkshire","5.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East - Flood and Coastal Risk Management  Operations - Asset Performance Northumberland","EA_DDNEA","SG5","34879","42955","Team Leader North East","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG4","27572","33869","Specialist North East","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire - Flood and Coastal Risk Management - Humber Project","EA_DDLNA","SG6","44477","55631","Team Leader Lincolnshire and Northamptonshire","1.80","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG4","27572","33869","Officer Yorkshire","11.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire - Flood and Coastal Risk Management - Humber Project","EA_DDLNA","SG5","34879","42955","Advisor Lincolnshire and Northamptonshire","2.80","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG6","44477","55631","Specialist North East","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Trading and Regulatory Services","EA_DDTRS","SG5","34879","42955","Team Leader Operational Services","13.86","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Installations","EA_DDYOR","SG3","22792","27223","Team Member Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment - Flood and Coastal Risk Management Strategy - Flooding and Communities Research","EA_DDSIESS","SG7","55819","69471","Senior Specialist Flood and Coastal Risk Management","2.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - National Enforcement Services - Prevention and Disruption","EA_DDNES","SG6","44477","55631","Team Leader Operational Services","0.80","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Advisor Yorkshire","6.57","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Flood Incident Management","EA_DDFIM","SG7","55819","69471","Manager Incident Management and Resilience","1.86","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","EA_DDNEA","SG7","55819","69471","Manager North East","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal","EA_DDCP","SG6","44477","55631","Team Leader Environment and Business","1.00","Law"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management South - Management","EA_DDYOR","SG7","55819","69471","Manager Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Trading and Regulatory Services","EA_DDTRS","SG6","44477","55631","Senior Officer Operational Services","14.13","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire","EA_DDLNA","SG7","55819","69471","Manager Lincolnshire and Northamptonshire","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Workforce Planning","EA_DDWRM","SG5","34879","42955","Advisor Environment and Business","3.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Cumbria and Lancashire","EA_DDCLA","N","36611","100754","Nuclear Regulator Cumbria and Lancashire","27.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - National Enforcement Service - National Intelligence","EA_DNSEB","SG4","27572","33869","Officer Operational Services","34.33","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Installations","EA_DDYOR","SG6","44477","55631","Team Leader Yorkshire","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management East - Environmental Permitting Regulations Waste North","EA_DDYOR","SG4","27572","33869","Environment Officer Yorkshire","2.15","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment - Flood and Coastal Risk Management Strategy - Flooding and Communities Research","EA_DDSIESS","SG7","55819","69471","Manager Flood and Coastal Risk Management","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG6","44477","55631","Senior Officer Yorkshire","1.81","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management West - Environmental Permitting Regulations Installations","EA_DDYOR","SG6","44477","55631","Senior Specialist Yorkshire","1.00","Operational Delivery"
