"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Modelling and Forecasting - Inland","EA_DDMF","SG5","34879","42955","Advisor Incident Management and Resilience","24.80","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG3","22792","27223","Team Member Thames","74.68","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Officer Thames","16.33","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Team Leader Thames","15.81","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG6","44477","55631","Senior Specialist Hertfordshire and North London","4.17","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Health Safety and Wellbeing","EA_DDHSW","SG5","34879","42955","Specialist Operations National Services","14.03","Human Resources"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG7","55819","69471","Manager Kent South London and East Sussex","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG3","22792","27223","Team Member Thames","19.28","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG3","22792","27223","Team Member Kent South London and East Sussex","21.58","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - National Environmental Assessment Service","EA_DDNCPMS","SG6","44477","55631","Senior Officer Operational Services","21.26","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG4","27572","33869","Officer Thames","72.37","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Monitoring - Environmental Monitoring Services","EA_DDM","SG5","34879","42955","Advisor Operational Services","20.47","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs","EA_DDSLTSDN","SG5","34879","42955","Advisor Solent and South Downs","21.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG5","34879","42955","Advisor Kent South London and East Sussex","51.06","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG4","27572","33869","Officer Kent South London and East Sussex","102.64","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG7","55819","69471","Manager Kent South London and East Sussex","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG7","55819","69471","Manager Thames","7.49","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames - Flood and Coastal Risk Management  Operations Lower - Field Mechanical, Electrical, Instrumentation, Control  and Automation","EA_DDTHM","SG5","34879","42955","Team Leader Thames","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Team Leader Hertfordshire and North London","11.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Advisor Thames","31.61","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Specialist Thames","13.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG5","34879","42955","Officer Kent South London and East Sussex","24.68","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Flood and Coastal Risk Management  Operations West - Supra Area Mechanical, Electrical, Instrumentation, Control  and Automation","EA_DDHNL","SG4","27572","33869","Officer Hertfordshire and North London","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Research","EA_DDRAER","SG6","44477","55631","Senior Specialist Environment and Business","15.13","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - West Midlands - Environment Management Herefordshire - Land and Water 2","EA_DDWM","SG4","27572","33869","Environment Officer West Midlands","6.30","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water East","EA_DDHNL","SG5","34879","42955","Officer Hertfordshire and North London","3.85","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG5","34879","42955","Team Leader Kent South London and East Sussex","29.76","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","EA_DDBIS","SG5","34879","42955","Not in Post","0.89","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG7","55819","69471","Manager Hertfordshire and North London","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business","EA_DNSEB","SG7","55819","69471","Manager Operational Services","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Officer Hertfordshire and North London","12.08","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water West","EA_DDHNL","SG5","34879","42955","Officer Hertfordshire and North London","1.61","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal","EA_DDCP","SG5","34879","42955","Specialist Legal Services","3.60","Law"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - West Midlands - Environment Management Herefordshire - Land and Water 3","EA_DDWM","SG4","27572","33869","Environment Officer West Midlands","5.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG4","27572","33869","Environment Officer Thames","12.16","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment - Biodiversity","EA_DDAFNE","SG5","34879","42955","Advisor Environment and Business","10.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Team Leader Hertfordshire and North London","8.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Flood and Coastal Risk Management Operations East - Asset Performance Upper Lee and Stort","EA_DDHNL","SG5","34879","42955","Advisor Hertfordshire and North London","3.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Monitoring","EA_DDM","SG5","34879","42955","Specialist Operational Services","20.10","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Officer Thames","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Modelling and Forecasting - Inland","EA_DDMF","SG6","44477","55631","Team Leader Incident Management and Resilience","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Operations Business Services - Planning and Performance - Risk and Assurance","EA_DDOBS","SG5","34879","42955","Advisor Planning and Performance","2.53","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Officer Thames","5.19","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - Asset Management","EA_DDAM","SG7","55819","69471","Manager Operational Services","8.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Enforcement and Waste Crime","EA_DDWRM","SG6","44477","55631","Senior Advisor Environment and Business","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London - Area Flood and Coastal Risk Management - Lead Local Flood Authority","EA_DDLDN","SG5","34879","42955","Advisor London","9.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Future Funding - Future Funding","EA_DDFF","SG6","44477","55631","Senior Advisor Future Funding","4.81","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Specialist Thames","5.01","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London - Projects - Thames Estuary 2100","EA_DDLDN","SG6","44477","55631","Senior Advisor London","2.61","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG6","44477","55631","Senior Specialist Thames","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG3","22792","27223","Senior Officer Thames","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG7","55819","69471","Manager Thames","2.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG6","44477","55631","Senior Officer Thames","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water East","EA_DDHNL","SG5","34879","42955","Team Leader Hertfordshire and North London","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Business Innovation and Skills","EA_DDBIS","SG7","55819","69471","Manager Flood and Coastal Risk Management","2.90","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal","EA_DDLSN","SG5","34879","42955","Specialist Legal Services","7.77","Law"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Specialist Hertfordshire and North London","6.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Wessex - Environment Management  Bristol Avon - Environmental Permitting Regulations Installations","EA_DDWSX","SG6","44477","55631","Team Leader Wessex","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG5","34879","42955","Specialist Kent South London and East Sussex","21.96","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Resources","EA_DDWR","SG6","44477","55631","Senior Advisor Environment and Business","27.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - National Enforcement Service","EA_DDNES","SG7","55819","69471","Manager Operational Services","3.00","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG3","22792","27223","Team Member Hertfordshire and North London","16.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Corporate Incident Management - Environmental Incident Management","EA_DDCIM","SG6","44477","55631","Senior Advisor Incident Management and Resilience","3.80","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Environment Management East - Land and Water West","EA_DDHNL","SG5","34879","42955","Team Leader Hertfordshire and North London","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment - Flood and Coastal Risk Management Strategy","EA_DDSIFCRMS","SG7","55819","69471","Manager Flood and Coastal Risk Management","5.82","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Lincolnshire and Northamptonshire","EA_DDLNA","SG5","34879","42955","Advisor Lincolnshire and Northamptonshire","22.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Incident Management Resilience - National Incident - Preparation and Response","EA_DDFFC","SG5","34879","42955","Advisor Incident Management and Resilience","0.60","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG5","34879","42955","Team Leader Thames","17.43","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","EA_DDDS","SG6","44477","55631","Team Leader Flood and Coastal Risk Management","1.00","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Incident Management Resilience - National Incident - Operations","EA_DDFFC","SG4","27572","33869","Officer Incident Management and Resilience","4.90","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG4","27572","33869","Specialist Kent South London and East Sussex","14.20","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Future Funding - Future Funding","EA_DDFF","SG4","27572","33869","Officer Future Funding","1.00","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Strategy","EA_DDWRM","SG5","34879","42955","Advisor Environment and Business","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal","EA_DDLSN","SG6","44477","55631","Senior Specialist Legal Services","33.40","Law"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Advisor Yorkshire","58.03","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG3","22792","27223","Team Member Thames","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Incident Management Resilience - National Incident - Preparation and Response","EA_DDFFC","SG5","34879","42955","Specialist Incident Management and Resilience","16.05","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Team Leader Hertfordshire and North London","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality","EA_DDWQ","SG6","44477","55631","Senior Advisor Environment and Business","32.11","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG7","55819","69471","Manager Hertfordshire and North London","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG4","27572","33869","Environment Officer Kent South London and East Sussex","24.35","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Waste Regulation - Regimes","EA_DDWRM","SG5","34879","42955","Advisor Environment and Business","5.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG4","27572","33869","Environment Officer Hertfordshire and North London","10.14","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London - Flood and Coastal Risk Management Operations East - Asset Performance Upper Lee and Stort","EA_DDHNL","SG5","34879","42955","Team Leader Hertfordshire and North London","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - National Enforcement Service","EA_DDNES","SG6","44477","55631","Not in Post","1.00","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Monitoring","EA_DDM","SG6","44477","55631","Senior Specialist Operational Services","11.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Monitoring","EA_DDM","SG5","34879","42955","Team Leader Operational Services","19.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Future Regulation","EA_DDFR","SG5","34879","42955","Advisor Environment and Business","12.40","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Business Strategy and Sustainable Places and Systems - Innovation and Development","EA_DDBSSPS","SG5","34879","42955","Advisor Environment and Business","14.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","N","36611","100754","Nuclear Regulator Thames","24.10","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London - Projects - Thames Tideway Tunnel","EA_DDLDN","SG6","44477","55631","Team Leader London","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality","EA_DDWQ","SG7","55819","69471","Manager Environment and Business","6.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG6","44477","55631","Team Leader Hertfordshire and North London","4.61","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs","EA_DDSLTSDN","SG5","34879","42955","Specialist Solent and South Downs","9.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - National Capital Programme Management Service","EA_DDNCPMS","SG6","44477","55631","Senior Officer Operations National Services","8.18","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Radioactive Substance and Installations Regulation - Radioactive Substance Regulation Business","EA_DDRSIR","N","36611","100754","Nuclear Regulator Environment and Business","4.40","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG6","44477","55631","Officer Hertfordshire and North London","0.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","EA_DDDS","SG5","34879","42955","Advisor Flood and Coastal Risk Management","2.00","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Greater Manchester Merseyside and Cheshire","EA_DDGMC","SG5","34879","42955","Specialist Greater Manchester Merseyside and Cheshire","10.91","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Greater Manchester Merseyside and Cheshire","EA_DN","SG5","34879","42955","Not in post","0.60","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG2","18392","22274","Team Member Hertfordshire and North London","2.80","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Modelling and Forecasting - National Resilience","EA_DDMF","SG5","34879","42955","Advisor Incident Management and Resilience","10.42","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Specialist Hertfordshire and North London","13.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Permitting  - Central","EA_DDPC","SG4","27572","33869","Officer Operational Services","122.61","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - River Basin","EA_DDRB","SG6","44477","55631","Senior Officer Operational Services","16.92","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG6","44477","55631","Senior Officer Thames","6.69","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG5","34879","42955","Team Leader Kent South London and East Sussex","10.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs","EA_DDSLTSDN","SG4","27572","33869","Officer Solent and South Downs","49.44","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Future Funding - Future Funding","EA_DDFF","SG7","55819","69471","Manager Future Funding","2.00","Finance"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG6","44477","55631","Team Leader Thames","4.20","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Incident Management Resilience - Incident Risk Assurance","EA_DDFFC","SG5","34879","42955","Advisor Incident Management and Resilience","4.20","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Devon Cornwall and Isles of Scilly","EA_DDCDS","SG6","44477","55631","Team Leader Devon Cornwall and Isles of Scilly","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG4","27572","33869","Officer Kent South London and East Sussex","7.40","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Incident Management and Resilience - Modelling and Forecasting - National Resilience","EA_DDMF","SG6","44477","55631","Team Leader Incident Management and Resilience","3.85","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Health Safety and Wellbeing","EA_DDHSW","SG6","44477","55631","Senior Specialist Operations National Services","7.72","Human Resources"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Permitting  - Central","EA_DDPC","SG6","44477","55631","Senior Officer Operational Services","10.20","Policy"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Operations National Services - Operations Business Services - Operations Change","EA_DDOBS","SG6","44477","55631","Senior Officer Operations National Services","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","EA_DDDS","SG6","44477","55631","Senior Officer Flood and Coastal Risk Management","8.41","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - National Capital Programme Management Service","EA_DDNCPMS","SG7","55819","69471","Manager Operational Services","23.27","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment - Fisheries","EA_DDAFNE","SG6","44477","55631","Senior Advisor Environment and Business","7.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG4","27572","33869","Officer Hertfordshire and North London","6.54","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG4","27572","33869","Officer Thames","4.81","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Greater Manchester Merseyside and Cheshire","EA_DDGMC","SG4","27572","33869","Officer Greater Manchester Merseyside and Cheshire","40.50","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire","EA_DDYOR","SG5","34879","42955","Team Leader Yorkshire","3.40","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Wessex","EA_DDWSX","SG5","34879","42955","Specialist Wessex","6.22","Planning"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","EA_DDDS","SG6","44477","55631","Not in Post","1.00","Knowledge and Information Management (KIM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","EA_DDKSL","SG6","44477","55631","Senior Advisor Kent South London and East Sussex","9.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - National Capital Programme Management Service","EA_DDNCPMS","SG6","44477","55631","Senior Officer Operational Services","106.81","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex - Flood and Coastal Risk Management - Programme","EA_DDKSL","SG5","34879","42955","Advisor Kent South London and East Sussex","2.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management - Efficiency and Portfolio - Portfolio","EA_DDIDA","SG6","44477","55631","Not in Post","1.00","Property and Asset Management"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Hertfordshire and North London","EA_DDHNL","SG5","34879","42955","Officer Hertfordshire and North London","2.79","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Agriculture Fisheries and the Natural environment - Partnerships","EA_DDAFNE","SG6","44477","55631","Senior Advisor Environment and Business","5.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - National Environmental Assessment Service","EA_DDNCPMS","SG5","34879","42955","Officer Operational Services","46.25","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Chief Executives Directorate - Governance and Engagement - Customer Engagement Market Research","EA_DDGE","SG5","34879","42955","Advisor Chief Executives Directorate","3.86","Communications"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","EA_DDTHM","SG6","44477","55631","Senior Specialist Thames","2.80","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - River Basin","EA_DDRB","SG6","44477","55631","Team Leader Operational Services","5.53","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - East Midlands","EA_DDEMD","SG5","34879","42955","Officer East Midlands","18.71","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Yorkshire - Environment Management North - Groundwater and Contaminated Land","EA_DDYOR","SG5","34879","42955","Specialist Yorkshire","3.04","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Resources","EA_DDWR","SG5","34879","42955","Advisor Environment and Business","31.42","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - London - Environment Planning and Engagement - Strategic Planning","EA_DDLDN","SG5","34879","42955","Officer London","7.00","Planning"
