ORGANISATION NAME,EFFECTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION NO.
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331524
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331525
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331525
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,HOLIDAY ALLOWANCE,V001331525
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,204.90 ,FOSTER PARENTS BASIC ALLOWANCE,V001331526
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,103.95 ,TRAVELLING GENERAL EXPENSES,V001331527
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331527
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331527
ROCHDALE BOROUGH COUNCIL,02/11/2018,ECONOMY DIRECTORATE,ARDEN TELECOM,02/11/2018,24.70 ,HOLIDAY ALLOWANCE,V001331528
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331529
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331529
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,252.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001331530
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,266.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001331530
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,136.08 ,FOSTER PARENTS BASIC ALLOWANCE,V001331531
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,YOUNGE PERSONS ALLOWANCE,V001331532
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331533
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331533
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,1124.14 ,PROFESSIONAL FEES,V001331533
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,32.96 ,"CLOTHES, UNIFORM AND LAUNDRY",V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331534
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331535
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,560.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331535
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,1124.14 ,FOSTER PARENTS BASIC ALLOWANCE,V001331535
ROCHDALE BOROUGH COUNCIL,02/11/2018,ECONOMY DIRECTORATE,ARDEN TELECOM,02/11/2018,24.70 ,HOLIDAY ALLOWANCE,V001331536
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,164.00 ,BIRTHDAY ALLOWANCE,V001331537
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331537
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331537
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331537
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,382.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331537
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,246.90 ,FOSTER PARENTS BASIC ALLOWANCE,V001331538
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331539
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331539
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,353.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001331540
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,353.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001331540
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,353.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001331540
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,353.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001331540
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,353.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001331540
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,110.36 ,FOSTER PARENTS BASIC ALLOWANCE,V001331541
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,124.36 ,FOSTER PARENTS BASIC ALLOWANCE,V001331541
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,143.00 ,BIRTHDAY ALLOWANCE,V001331542
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331542
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331542
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331542
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331542
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,-80.00 ,YOUNG PEOPLES RENTS,V001331543
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,115.80 ,YOUNGE PERSONS ALLOWANCE,V001331543
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,343.06 ,FOSTER PARENTS BASIC ALLOWANCE,V001331544
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331545
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331545
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331545
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,382.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331545
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,119.92 ,FOSTER PARENTS BASIC ALLOWANCE,V001331546
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,119.92 ,FOSTER PARENTS BASIC ALLOWANCE,V001331546
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,118.04 ,FOSTER PARENTS BASIC ALLOWANCE,V001331547
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331548
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,560.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331548
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,1124.14 ,FOSTER PARENTS BASIC ALLOWANCE,V001331548
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331549
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331549
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331549
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331549
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331550
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331550
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331551
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,382.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331551
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,97.92 ,FOSTER PARENTS BASIC ALLOWANCE,V001331552
ROCHDALE BOROUGH COUNCIL,02/11/2018,ECONOMY DIRECTORATE,ARDEN TELECOM,02/11/2018,24.70 ,HOLIDAY ALLOWANCE,V001331553
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,127.76 ,FOSTER PARENTS BASIC ALLOWANCE,V001331554
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,127.76 ,FOSTER PARENTS BASIC ALLOWANCE,V001331554
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,127.76 ,FOSTER PARENTS BASIC ALLOWANCE,V001331554
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331555
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331555
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,302.12 ,FOSTER PARENTS BASIC ALLOWANCE,V001331556
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331557
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,280.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331557
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,770.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331557
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331558
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331558
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331558
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331558
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,106.44 ,FOSTER PARENTS BASIC ALLOWANCE,V001331559
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,143.00 ,BIRTHDAY ALLOWANCE,V001331560
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331560
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331560
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331560
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331560
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,111.80 ,YOUNG PEOPLES RENTS,V001331561
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,115.80 ,YOUNGE PERSONS ALLOWANCE,V001331561
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,68.64 ,FOSTER PARENTS BASIC ALLOWANCE,V001331562
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,-30.00 ,YOUNG PEOPLES RENTS,V001331563
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,115.80 ,YOUNGE PERSONS ALLOWANCE,V001331563
ROCHDALE BOROUGH COUNCIL,19/11/2018,RESOURCES,ROSSENDALES,19/11/2018,0.00 ,INPUT VAT -  ADJUSTMENTS,V001331564
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331565
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331565
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331565
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331565
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,115.80 ,YOUNGE PERSONS ALLOWANCE,V001331566
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,184.60 ,YOUNG PEOPLES RENTS,V001331566
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,115.80 ,YOUNGE PERSONS ALLOWANCE,V001331567
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,175.08 ,YOUNG PEOPLES RENTS,V001331567
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,65.12 ,FOSTER PARENTS BASIC ALLOWANCE,V001331568
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,204.60 ,FOSTER PARENTS BASIC ALLOWANCE,V001331569
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,111.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331570
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,133.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331570
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331571
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331571
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,185.71 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,185.71 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,286.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,400.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,400.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,560.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,560.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,1124.14 ,FOSTER PARENTS BASIC ALLOWANCE,V001331572
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,406.84 ,FOSTER PARENTS BASIC ALLOWANCE,V001331573
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,758.60 ,FOSTER PARENTS BASIC ALLOWANCE,V001331574
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,-50.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331575
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,152.98 ,FOSTER PARENTS BASIC ALLOWANCE,V001331575
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,-80.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331576
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,-46.86 ,FOSTER PARENTS BASIC ALLOWANCE,V001331576
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,33.88 ,EMERGENCY RESPITE,V001331576
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,328.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331576
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,560.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331576
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,896.74 ,FOSTER PARENTS BASIC ALLOWANCE,V001331576
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331577
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,150.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331577
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331577
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,260.00 ,FOSTER PARENTS BASIC ALLOWANCE,V001331577
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,394.60 ,FOSTER PARENTS BASIC ALLOWANCE,V001331577
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,135.44 ,FOSTER PARENTS BASIC ALLOWANCE,V001331578
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,135.44 ,FOSTER PARENTS BASIC ALLOWANCE,V001331578
ROCHDALE BOROUGH COUNCIL,02/11/2018,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,02/11/2018,143.00 ,BIRTHDAY ALLOWANCE,V001331579
