SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_Result_PS_NG,PSPMBAResultMBA1,PSPMBAResultMBA2,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired,SampleNumber2
BTX/2008/0805,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2008-03-17,2008-03-18,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0805
BTX/2008/0806,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2008-03-17,2008-03-18,Native Oysters,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/0806
BTX/2008/0807,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2008-03-17,2008-03-18,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0807
BTX/2008/0808,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2008-03-17,2008-03-18,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0808
BTX/2008/0809,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2008-03-17,2008-03-18,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0809
BTX/2008/0810,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2008-03-17,2008-03-18,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0810
BTX/2008/0846,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-03-18,2008-03-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0846
BTX/2008/0847,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-03-18,2008-03-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0847
BTX/2008/0848,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-03-18,2008-03-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0848
BTX/2008/0849,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2008-03-18,2008-03-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0849
BTX/2008/0850,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2008-03-18,2008-03-19,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0850
BTX/2008/0851,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2008-03-18,2008-03-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0851
BTX/2008/0852,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-03-18,2008-03-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0852
BTX/2008/0853,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2008-03-18,2008-03-19,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0853
BTX/2008/0854,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-03-18,2008-03-19,Mussels,NG,,,,,,,,BTX/2008/0854
BTX/2008/0855,Crouch,B015B,Maldon DC,TR00109540,Outer Crouch,2008-03-18,2008-03-19,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0855
BTX/2008/0856,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0856
BTX/2008/0857,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2008-03-25,2008-03-26,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0857
BTX/2008/0858,The Wash,,Boston BC,,Zone 2,2008-03-25,2008-03-26,Cockles,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/0858
BTX/2008/0859,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0859
BTX/2008/0860,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0860
BTX/2008/0861,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0861
BTX/2008/0862,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-03-25,2008-03-26,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0862
BTX/2008/0863,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-03-25,2008-03-26,Mussels,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/0863
BTX/2008/0864,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0864
BTX/2008/0865,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2008-03-25,2008-03-26,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0865
BTX/2008/0866,The Solent,B24BA,Isle of Wight Council,SZ59209390,Mother Bank - Church Spire,2008-03-25,2008-03-26,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0866
BTX/2008/0867,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2008-03-25,2008-03-26,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0867
BTX/2008/0868,Fowey,B070Q,Fowey PHA,SX13405165,Pont Pill No 34,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0868
BTX/2008/0869,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2008-03-25,2008-03-26,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0869
BTX/2008/0874,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2008-03-26,2008-03-27,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0874
BTX/2008/0875,Exe,B026E,Teignbridge DC,SX97808090,Pool,2008-03-26,2008-03-27,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0875
BTX/2008/0876,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2008-03-26,2008-03-27,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/0876
BTX/2008/0927,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-03-31,2008-03-31,Pacific Oysters,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/0927
BTX/2008/0928,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-03-31,2008-04-01,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/0928
BTX/2008/0929,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2008-03-31,2008-04-01,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0929
BTX/2008/0930,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2008-03-31,2008-04-01,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0930
BTX/2008/0931,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2008-03-31,2008-04-01,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0931
BTX/2008/0942,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-03-31,2008-04-02,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0942
BTX/2008/0943,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-04-01,2008-04-02,Mussels,PS ,ND,ND,ND,,,,,BTX/2008/0943
BTX/2008/0964,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2008-04-02,2008-04-03,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0964
BTX/2008/0990,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-04-07,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0990
BTX/2008/0991,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2008-04-07,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0991
BTX/2008/0992,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2008-04-07,2008-04-08,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0992
BTX/2008/0993,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2008-04-07,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0993
BTX/2008/0994,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2008-04-07,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0994
BTX/2008/0995,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2008-04-07,2008-04-08,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0995
BTX/2008/0996,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2008-04-07,2008-04-08,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/0996
BTX/2008/0997,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-04-07,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,Follow Up sample requested,BTX/2008/0997
BTX/2008/0998,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-04-07,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/0998
BTX/2008/1016,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2008-04-08,2008-04-08,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1016
BTX/2008/1017,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2008-04-07,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1017
BTX/2008/1018,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-04-08,2008-04-09,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1018
BTX/2008/1019,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1019
BTX/2008/1020,Lymington River,B24AF,New Forest DC,SZ34809375,No 3 Post,2008-04-07,2008-04-09,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1020
BTX/2008/1021,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1021
BTX/2008/1022,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1022
BTX/2008/1023,Ravenglass,B053B,Copeland DC,SD08509610,Ravenglass,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1023
BTX/2008/1024,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1024
BTX/2008/1025,Exe,B026E,Teignbridge DC,SX97808090,Pool,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1025
BTX/2008/1026,Swale,B076F,Swale BC,TR04206510,River Swale #6,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1026
BTX/2008/1027,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2008-04-08,2008-04-09,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1027
BTX/2008/1069,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1069
BTX/2008/1070,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1070
BTX/2008/1071,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1071
BTX/2008/1072,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1072
BTX/2008/1073,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1073
BTX/2008/1074,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1074
BTX/2008/1075,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1075
BTX/2008/1076,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1076
BTX/2008/1077,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2008-04-14,2008-04-15,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1077
BTX/2008/1078,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2008-04-14,2008-04-15,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1078
BTX/2008/1097,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-04-15,2008-04-15,Pacific Oysters,,,,,,NEGATIVE,,Follow up flesh and water samples requested,BTX/2008/1097
BTX/2008/1098,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-04-15,2008-04-16,Cockles,NG,,,,,NEGATIVE,<RL,Follow up flesh and water samples requested,BTX/2008/1098
BTX/2008/1099,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1099
BTX/2008/1100,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-04-15,2008-04-16,Mussels,,,,,,NEGATIVE,,,BTX/2008/1100
BTX/2008/1101,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2008-04-15,2008-04-16,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1101
BTX/2008/1102,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1102
BTX/2008/1103,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-04-15,2008-04-16,Cockles,NG,,,,,,,,BTX/2008/1103
BTX/2008/1104,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1104
BTX/2008/1105,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1105
BTX/2008/1106,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1106
BTX/2008/1107,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1107
BTX/2008/1108,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2008-04-15,2008-04-16,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1108
BTX/2008/1110,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2008-04-15,2008-04-16,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/1110
BTX/2008/1139,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2008-04-16,2008-04-17,Native Oysters,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/1139
BTX/2008/1140,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2008-04-16,2008-04-17,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1140
BTX/2008/1141,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2008-04-16,2008-04-17,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1141
BTX/2008/1142,Crouch,B015B,Maldon DC,TR00109540,Outer Crouch,2008-04-16,2008-04-17,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1142
BTX/2008/1159,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2008-04-21,2008-04-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1159
BTX/2008/1160,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2008-04-21,2008-04-22,Cockles,Unsuitable,,,,Unsuitable,,Unsuitable,Follow up sample requested,BTX/2008/1160
BTX/2008/1161,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2008-04-21,2008-04-22,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/1161
BTX/2008/1162,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2008-04-21,2008-04-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1162
BTX/2008/1163,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-04-21,2008-04-22,Cockles,,,,,POSITIVE,,,Follow up sample requested,BTX/2008/1163
BTX/2008/1165,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-04-21,2008-04-22,Cockles,NG,,,,POSITIVE,,<RL,Follow up sample requested,BTX/2008/1165
BTX/2008/1166,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2008-04-21,2008-04-22,Cockles,NG,,,,,NEGATIVE,<RL,Follow up sample requested,BTX/2008/1166
BTX/2008/1167,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-04-21,2008-04-22,Mussels,NG,,,,,NEGATIVE,<RL,Follow up sample requested,BTX/2008/1167
BTX/2008/1168,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-04-21,2008-04-22,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1168
BTX/2008/1169,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2008-04-21,2008-04-22,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1169
BTX/2008/1170,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2008-04-21,2008-04-22,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/1170
BTX/2008/1171,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2008-04-21,2008-04-22,Pacific Oysters,NG,,,,,,,,BTX/2008/1171
BTX/2008/1172,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2008-04-21,2008-04-22,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1172
BTX/2008/1194,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-04-22,2008-04-22,Pacific Oysters,,,,,POSITIVE,,,Follow up sample requested,BTX/2008/1194
BTX/2008/1195,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-04-21,2008-04-23,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/1195
BTX/2008/1196,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2008-04-22,2008-04-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1196
BTX/2008/1197,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2008-04-22,2008-04-23,Mussels,PS ,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/1197
BTX/2008/1198,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-04-22,2008-04-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1198
BTX/2008/1199,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-04-22,2008-04-23,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1199
BTX/2008/1200,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2008-04-22,2008-04-23,Mussels,NG,,,,,,,,BTX/2008/1200
BTX/2008/1201,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2008-04-22,2008-04-23,Native Oysters,NG,,,,,,,,BTX/2008/1201
BTX/2008/1202,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-04-22,2008-04-23,Mussels,NG,,,,,,,,BTX/2008/1202
BTX/2008/1203,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-04-22,2008-04-23,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1203
BTX/2008/1204,Silloth,B059H,Allerdale DC,NY11005430,Silloth,2008-04-21,2008-04-23,Mussels,NG,,,,Insufficient,,<RL,Follow up sample requested,BTX/2008/1204
BTX/2008/1205,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2008-04-22,2008-04-23,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/1205
BTX/2008/1206,The Wash,,Boston BC,,Zone 2,2008-04-22,2008-04-23,Cockles,Insufficient,,,,,NEGATIVE,<RL,Follow up sample requested,BTX/2008/1206
BTX/2008/1207,The Wash,,Boston BC,,Zone 2,2008-04-22,2008-04-23,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1207
BTX/2008/1208,The Wash,,Boston BC,,Zone 1,2008-04-22,2008-04-23,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/1208
BTX/2008/1233,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2008-04-23,2008-04-24,Mussels,NG,,,,Insufficient,,,Follow up sample requested,BTX/2008/1233
BTX/2008/1234,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2008-04-23,2008-04-24,Mussels,NG,,,,,NEGATIVE,,,BTX/2008/1234
BTX/2008/1251,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2008-04-28,2008-04-28,Mussels,,,,,,NEGATIVE,,,BTX/2008/1251
BTX/2008/1252,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-04-28,2008-04-28,Pacific Oysters,,,,,,NEGATIVE,,,BTX/2008/1252
BTX/2008/1253,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-04-28,2008-04-29,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/1253
BTX/2008/1254,Liverpool Bay - Wirral,B058D,Mersey PHA,SJ25009200,Leasowe Lighthouse,2008-04-28,2008-04-29,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1254
BTX/2008/1255,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2008-04-28,2008-04-29,Mussels,PS,ND,ND,ND,,NEGATIVE,<RL,,BTX/2008/1255
BTX/2008/1256,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2008-04-28,2008-04-29,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1256
BTX/2008/1257,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2008-04-28,2008-04-29,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1257
BTX/2008/1258,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2008-04-28,2008-04-29,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1258
BTX/2008/1259,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2008-04-28,2008-04-29,Mussels,,,,,,NEGATIVE,,Follow up sample requested,BTX/2008/1259
BTX/2008/1260,Burry Inlet,B038G,Carmarthenshire C C,SN48260056,Pwll,2008-04-28,2008-04-29,Mussels,,,,,,NEGATIVE,,Follow up sample requested,BTX/2008/1260
BTX/2008/1261,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-04-28,2008-04-29,Cockles,,,,,,NEGATIVE,,Follow up sample requested,BTX/2008/1261
BTX/2008/1262,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-04-28,2008-04-29,Mussels,,,,,,NEGATIVE,,,BTX/2008/1262
BTX/2008/1263,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-04-28,2008-04-29,Cockles,,,,,POSITIVE,,,Follow up sample requested,BTX/2008/1263
BTX/2008/1264,Three Rivers,B071F,Carmarthenshire CC,SN37500640,Gwendraeth,2008-04-28,2008-04-29,Cockles,,,,,,NEGATIVE,,,BTX/2008/1264
BTX/2008/1284,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-04-28,2008-04-30,Mussels,NG,,,,,,,,BTX/2008/1284
BTX/2008/1285,North Kent Coast,B17BD,Thanet DC,TR27406970,Minnis Bay,2008-04-29,2008-04-30,Cockles,NG,,,,,NEGATIVE,<RL,,BTX/2008/1285
BTX/2008/1286,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2008-04-29,2008-04-30,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1286
BTX/2008/1287,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2008-04-29,2008-04-30,Cockles,Unsuitable for analysis,,,,Unsuitable for analysis,,Unsuitable for analysis,,BTX/2008/1287
BTX/2008/1310,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2008-04-30,2008-05-01,Mussels,,,,,,NEGATIVE,,,BTX/2008/1310
BTX/2008/1326,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-05-06,2008-05-06,Pacific Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1326
BTX/2008/1327,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-05-06,2008-05-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1327
BTX/2008/1328,Fal,B033C,Falmouth and Truro PHA,SW84544276,Malpas,2008-05-06,2008-05-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1328
BTX/2008/1329,Fal,B033R,Falmouth and Truro PHA,SW85623321,Percuil,2008-05-06,2008-05-07,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1329
BTX/2008/1330,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-05-06,2008-05-07,Native Oysters,NG,,,,,NEGATIVE,<RL,,BTX/2008/1330
BTX/2008/1331,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2008-05-06,2008-05-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1331
BTX/2008/1332,Fowey,B070Q,Fowey PHA,SX13405165,Pont Pill No 34,2008-05-06,2008-05-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1332
BTX/2008/1333,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-05-06,2008-05-07,Mussels,PS,,,,,NEGATIVE,<RL,,BTX/2008/1333
BTX/2008/1334,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2008-05-06,2008-05-07,Mussels,NG,,,,,NEGATIVE,<RL,,BTX/2008/1334
