Allocated,1st Pref,2nd Pref,3rd Pref,4th Pref,5th Pref,CatchmentName,CatchmentCode,Year 
8162021,8162021,,,,,New Earswick Primary School,8162021,2022
8162027,8162027,,,,,Woodthorpe Primary School,8162027,2022
8162021,8162021,8162015,,,,Yearsley Grove Primary School,8162015,2022
8162430,8162430,,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162021,8162021,,,,,New Earswick Primary School,8162021,2022
8162012,8162012,8163403,8162004,,,Park Grove Primary Academy,8162012,2022
8162176,8162176,8163401,8163302,,,Tang Hall Primary School,8162429,2022
8162018,8162018,8162024,8162004,,,Clifton Green Primary School,8162018,2022
8162241,8162241,8162240,8162058,,,Headlands Primary School,8162241,2022
8162014,8162014,8162000,8162016,8162029,,Poppleton Road Primary School,8162014,2022
8162016,8162016,8162011,8163003,,,Scarcroft Primary School,8162016,2022
8163003,8163003,,,,,St Paul's CE Primary School,8163003,2022
8163003,8163003,,,,,Poppleton Road Primary School,8162014,2022
8163380,8163380,,,,,Wheldrake with Thorganby CE Primary School,8163380,2022
8162015,8162015,,,,,Yearsley Grove Primary School,8162015,2022
8162017,8162017,8162028,8162000,,,Westfield Community Primary School,8162017,2022
8162386,8162386,,,,,Bishopthorpe Infant School,8162386,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8162428,8162428,8163904,,,,Acomb Primary School,8162000,2022
8162029,8162029,,,,,Poppleton Ousebank Primary School,8162029,2022
8163003,8163003,,,,,St Paul's CE Primary School,8163003,2022
8162428,8162428,8162430,,,,Lakeside Primary School,8162428,2022
8162430,8162430,,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162430,8162430,,,,,Lakeside Primary School,8162428,2022
8162176,8162176,,,,,Osbaldwick Primary School,8162176,2022
8163904,8163904,8162000,8162007,8163003,,Westfield Community Primary School,8162017,2022
8162013,8162013,,,,,Copmanthorpe Primary School,8162013,2022
8162013,8162013,,,,,Copmanthorpe Primary School,8162013,2022
8162428,8162428,,,,,Lakeside Primary School,8162428,2022
8162431,8162431,,,,,Osbaldwick Primary School,8162176,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163302,8163302,,,,,Tang Hall Primary School,8162429,2022
8162429,8162429,,,,,Tang Hall Primary School,8162429,2022
8162429,8162429,8162012,8163402,8163302,,Tang Hall Primary School,8162429,2022
8162429,8162429,,,,,Tang Hall Primary School,8162429,2022
8162430,8162430,8153288,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162431,8163158,8162431,8163401,8163402,8162001,St Lawrence's CE Primary School,8162020,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8162241,8162241,,,,,Headlands Primary School,8162241,2022
8162058,8162058,,,,,Headlands Primary School,8162241,2022
8162058,8162058,,,,,Huntington Primary Academy,8162180,2022
8162018,8162018,8162428,8162430,,,Clifton Green Primary School,8162018,2022
8162428,8162428,,,,,Burton Green Primary School,8162024,2022
8162007,8162007,8162027,,,,Woodthorpe Primary School,8162027,2022
8162017,8162017,,,,,Acomb Primary School,8162000,2022
8162058,8162058,8162241,8162240,,,Ralph Butterfield Primary School,8162058,2022
8163212,8163212,,,,,,,2022
8162012,8162012,,,,,Park Grove Primary Academy,8162012,2022
8163151,8163151,,,,,Dunnington CE Primary School,8163151,2022
8163158,8163158,,,,,Tang Hall Primary School,8162429,2022
8162004,8162004,,,,,Park Grove Primary Academy,8162012,2022
8162018,8162018,,,,,Burton Green Primary School,8162024,2022
8163403,8163403,8162001,,,,Hempland Primary School,8162001,2022
8162007,8162007,,,,,Dringhouses Primary School,8162007,2022
8162169,8162169,,,,,Skelton Primary School,8162169,2022
8163158,8163158,8162028,,,,St Lawrence's CE Primary School,8162020,2022
8163222,8163222,,,,,St Mary's CE Primary School,8163222,2022
8162429,8162429,,,,,St Lawrence's CE Primary School,8162020,2022
8162027,8162027,,,,,Hob Moor Community Primary School,8162028,2022
8162241,8162058,8162241,8162021,,,Poppleton Ousebank Primary School,8162029,2022
8162241,8162241,,,,,New Earswick Primary School,8162021,2022
8162058,8162058,8162011,8162180,8163151,,Wigginton Primary School,8162240,2022
8162007,8162007,8162027,8162011,,,Hob Moor Community Primary School,8162028,2022
8162028,8162028,8162000,8163904,,,Acomb Primary School,8162000,2022
8162058,8162058,8162240,,,,Ralph Butterfield Primary School,8162058,2022
8163302,8163302,,,,,Huntington Primary Academy,8162180,2022
8162014,8162014,8163002,8162016,8162000,8163904,Poppleton Road Primary School,8162014,2022
8162003,8162003,,,,,Carr Infant School,8162003,2022
8163156,8163156,8163158,8162008,,,St Oswald's CE Primary School,8163156,2022
8163212,8153113,8163212,,,,Robert Wilkinson Primary School,8163212,2022
8162016,8162016,,,,,Acomb Primary School,8162000,2022
8162028,8162028,,,,,Westfield Community Primary School,8162017,2022
8162029,8162029,8162430,,,,Poppleton Ousebank Primary School,8162029,2022
8162027,8162027,8162007,,,,Woodthorpe Primary School,8162027,2022
8162021,8162021,8162180,,,,Haxby Road Primary Academy,8162004,2022
8163156,8163156,,,,,St Oswald's CE Primary School,8163156,2022
8162004,8162004,,,,,Haxby Road Primary Academy,8162004,2022
8163158,8163158,8162431,,,,Lord Deramores Primary School,8163158,2022
8162431,8162431,8163158,8162001,,,Badger Hill Primary School,8162431,2022
8162176,8162176,8163158,,,,Osbaldwick Primary School,8162176,2022
8162241,8162241,8162058,8162240,,,Headlands Primary School,8162241,2022
8162007,8162007,8162386,8162011,,,Dringhouses Primary School,8162007,2022
8162001,8162001,8162015,8162429,8163302,,Hempland Primary School,8162001,2022
8162001,8162001,8163302,8162227,,,Hempland Primary School,8162001,2022
8162001,8162001,8163302,,,,Hempland Primary School,8162001,2022
8162017,8162017,8162000,8162028,,,Westfield Community Primary School,8162017,2022
8162386,8162007,8162011,8162386,8163222,8162000,Westfield Community Primary School,8162017,2022
8162008,8162008,,,,,Fishergate Primary School,8162008,2022
8163401,8163401,,8163158,,,,,2022
8162000,8162000,,,,,Hob Moor Community Primary School,8162028,2022
8162027,8162027,,,,,Woodthorpe Primary School,8162027,2022
8162027,8162027,,,,,Woodthorpe Primary School,8162027,2022
8162027,8162027,8163904,8162017,,,Westfield Community Primary School,8162017,2022
8162027,8162027,8162007,8162386,8162013,8162017,Woodthorpe Primary School,8162027,2022
8162027,8162027,8162000,8162007,,,Woodthorpe Primary School,8162027,2022
8162027,8162027,8163222,8162007,8162386,8162000,Woodthorpe Primary School,8162027,2022
8162027,8162027,,,,,Woodthorpe Primary School,8162027,2022
8162027,8162027,,,,,Woodthorpe Primary School,8162027,2022
8162027,8162027,8162028,8162017,,,Woodthorpe Primary School,8162027,2022
8162017,8162017,,,,,Hob Moor Community Primary School,8162028,2022
8162020,8162020,,,,,Tang Hall Primary School,8162429,2022
8162020,8162020,,,,,,,2022
8163158,8163158,8162431,8162020,,,Lord Deramores Primary School,8163158,2022
8162001,8162001,8163401,8163302,,,Hempland Primary School,8162001,2022
8162176,8162176,8162431,8163158,8163151,,Osbaldwick Primary School,8162176,2022
8162015,8162015,8162180,,,,Yearsley Grove Primary School,8162015,2022
8162017,8162017,,,,,Westfield Community Primary School,8162017,2022
8162430,8162430,8162428,8162018,8162024,,Clifton with Rawcliffe Primary School,8162430,2022
8162431,8163158,8162431,8162176,8162001,8162008,Osbaldwick Primary School,8162176,2022
8162015,8162015,8162004,8163302,8162012,8162240,Yearsley Grove Primary School,8162015,2022
8162017,8162017,,,,,Westfield Community Primary School,8162017,2022
8162000,8162000,8163003,,,,Acomb Primary School,8162000,2022
8162017,8162017,8162027,,,,Woodthorpe Primary School,8162027,2022
8162017,8162007,8162017,,,,Westfield Community Primary School,8162017,2022
8162027,8162027,8162007,,,,Hob Moor Community Primary School,8162028,2022
8162013,8162013,,,,,Copmanthorpe Primary School,8162013,2022
8162007,8162007,,,,,Dringhouses Primary School,8162007,2022
8162013,8162013,8162007,8162386,,,Woodthorpe Primary School,8162027,2022
8163403,8163403,8163904,8163401,8162180,8163402,Huntington Primary Academy,8162180,2022
8162000,8162000,8162014,,,,Poppleton Road Primary School,8162014,2022
8162430,8162430,8162428,8162024,,,Clifton with Rawcliffe Primary School,8162430,2022
8162430,8162430,8162428,8162024,8162169,8162018,Clifton with Rawcliffe Primary School,8162430,2022
8162430,8162430,8153288,8162169,8162014,8162018,Clifton Green Primary School,8162018,2022
8162430,8162430,8162169,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162169,8162169,,,,,Clifton with Rawcliffe Primary School,8162430,2022
,,,8162029,,,,,2022
8163403,8163403,8162430,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162430,8162430,8162029,8162428,,,Burton Green Primary School,8162024,2022
8162015,8162015,8162180,8162021,,,Yearsley Grove Primary School,8162015,2022
8162004,8162004,8162012,8162001,8162429,,Park Grove Primary Academy,8162012,2022
8162180,8162180,8162012,8162015,8163212,8162058,Huntington Primary Academy,8162180,2022
8162180,8162180,,,,,Huntington Primary Academy,8162180,2022
8162012,8162012,,,,,Park Grove Primary Academy,8162012,2022
8162012,8162012,8162004,8163403,,,Haxby Road Primary Academy,8162004,2022
8163302,8163302,8162001,8162429,,,Hempland Primary School,8162001,2022
8162001,8162001,8163302,,,,Hempland Primary School,8162001,2022
8162169,8162169,8162227,8162001,8162180,8162015,Yearsley Grove Primary School,8162015,2022
8162001,8162001,8162012,,,,Hempland Primary School,8162001,2022
8162029,8162029,8162003,,,,Poppleton Ousebank Primary School,8162029,2022
8163222,8163222,,,,,St Mary's CE Primary School,8163222,2022
8162349,8162349,8162029,,,,Rufforth Primary School,8162349,2022
8162386,8162386,8162013,8162011,,,Bishopthorpe Infant School,8162386,2022
8162430,8162430,,,,,Skelton Primary School,8162169,2022
8163212,8163212,8162058,8162021,,,Robert Wilkinson Primary School,8163212,2022
8162176,8162176,,,,,Tang Hall Primary School,8162429,2022
8163904,8163904,,,,,Woodthorpe Primary School,8162027,2022
8162024,8162024,8162012,,,,St Lawrence's CE Primary School,8162020,2022
8162024,8162024,8162012,,,,St Lawrence's CE Primary School,8162020,2022
8162014,8162000,8162014,,,,Poppleton Road Primary School,8162014,2022
8162428,8162428,8162430,8162024,8162029,8162018,Lakeside Primary School,8162428,2022
8162428,8162428,,,,,Lakeside Primary School,8162428,2022
8162428,8162428,,,,,Lakeside Primary School,8162428,2022
8162430,8162430,8162428,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162428,8162428,8162430,,,,Lakeside Primary School,8162428,2022
8162014,8162014,,,,,Poppleton Road Primary School,8162014,2022
8163156,8163156,8163402,8162016,8162011,8163158,Fishergate Primary School,8162008,2022
8162015,8162015,8162180,,,,Yearsley Grove Primary School,8162015,2022
8163151,8163151,8163152,,,,Dunnington CE Primary School,8163151,2022
8163156,8163156,,,,,St Oswald's CE Primary School,8163156,2022
8163380,8163380,,,,,Wheldrake with Thorganby CE Primary School,8163380,2022
8163401,8163401,8163402,8163403,8163158,8162020,Osbaldwick Primary School,8162176,2022
8163302,8163302,8162001,,,,Hempland Primary School,8162001,2022
8162014,8162014,,,,,Carr Infant School,8162003,2022
8163402,8163158,8163402,8162008,,,Fishergate Primary School,8162008,2022
8163158,8163158,8162431,8162429,8162176,,Osbaldwick Primary School,8162176,2022
8163158,8163158,8162431,8163156,8163151,8163152,Badger Hill Primary School,8162431,2022
8163156,8163156,,,,,St Oswald's CE Primary School,8163156,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8162018,8162018,,,,,Clifton Green Primary School,8162018,2022
8162007,8162007,8162386,8162011,,,Dringhouses Primary School,8162007,2022
8162003,8162003,8162029,8162000,8162349,8162014,Carr Infant School,8162003,2022
8162227,8162227,,,,,Stockton On The Forest Primary School,8162227,2022
8162227,8162227,8153122,,,,Stockton On The Forest Primary School,8162227,2022
8153122,8153122,8153099,,,,Stockton On The Forest Primary School,8162227,2022
8162029,8162029,,,,,Poppleton Ousebank Primary School,8162029,2022
8162176,8162176,8163158,8162431,8162001,8162020,Osbaldwick Primary School,8162176,2022
8163401,8163401,,,,,Hempland Primary School,8162001,2022
8163401,8163401,,,,,Tang Hall Primary School,8162429,2022
8162430,8162430,8162428,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162430,8162430,8162428,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162428,8162428,8163403,8162004,8162430,8162018,Burton Green Primary School,8162024,2022
8162430,8162430,8162428,8162018,,,Lakeside Primary School,8162428,2022
8162430,8162430,,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162428,8162428,8162430,,,,Lakeside Primary School,8162428,2022
8162431,8162431,8162176,8163158,,,Osbaldwick Primary School,8162176,2022
8163156,8163156,,,,,Fishergate Primary School,8162008,2022
8163401,8163401,,,,,St Lawrence's CE Primary School,8162020,2022
8163904,8163904,8162027,,,,Westfield Community Primary School,8162017,2022
8162349,8162349,8162000,8162007,,,Westfield Community Primary School,8162017,2022
8162011,8162011,8162007,8162000,8162016,,Dringhouses Primary School,8162007,2022
8162003,8162003,8162029,8162000,8162014,8162349,Carr Infant School,8162003,2022
8162027,8162027,8162007,8162386,8162013,8162349,Woodthorpe Primary School,8162027,2022
8163152,8163152,8163151,,,,Elvington CE Primary School,8163152,2022
8162349,8162349,8162029,,,,Poppleton Ousebank Primary School,8162029,2022
8162029,8162029,8162014,8162003,8163002,8162017,Carr Infant School,8162003,2022
8163904,8163904,8162029,,,,Poppleton Ousebank Primary School,8162029,2022
8162028,8162028,8162003,,,,Carr Infant School,8162003,2022
8162349,8162349,8163222,8162386,8162013,,Westfield Community Primary School,8162017,2022
8162014,8162014,,,,,Carr Infant School,8162003,2022
8162021,8162021,,,,,New Earswick Primary School,8162021,2022
8163212,8163212,8162058,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,8162058,8162240,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,8162058,8162240,,,Robert Wilkinson Primary School,8163212,2022
8162430,8162430,8162029,8162018,8163002,,St Barnabas' CE Primary School,8163002,2022
8162176,8162176,8162001,8163302,,,Hempland Primary School,8162001,2022
8162180,8162180,8162058,,,,Ralph Butterfield Primary School,8162058,2022
8163158,8163158,8162431,,,,Badger Hill Primary School,8162431,2022
8162431,8162431,8163158,,,,Badger Hill Primary School,8162431,2022
8163158,8163158,8162431,,,,Lord Deramores Primary School,8163158,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8162014,8162014,,,,,Poppleton Road Primary School,8162014,2022
8162014,8162014,,,,,Poppleton Road Primary School,8162014,2022
8163151,8163151,,,,,Dunnington CE Primary School,8163151,2022
8163151,8163151,8162001,8163302,,,Dunnington CE Primary School,8163151,2022
8162003,8162003,,,,,Westfield Community Primary School,8162017,2022
8162003,8162003,,,,,Carr Infant School,8162003,2022
8162003,8162003,,,,,Carr Infant School,8162003,2022
8162003,8162003,,,,,Acomb Primary School,8162000,2022
8162004,8162004,,,,,Haxby Road Primary Academy,8162004,2022
8162431,8163158,8162431,8163401,8162176,,Osbaldwick Primary School,8162176,2022
8162011,8162011,,,,,Knavesmire Primary School,8162011,2022
8162008,8162008,,,,,Fishergate Primary School,8162008,2022
8162028,8162028,,,,,Hob Moor Community Primary School,8162028,2022
8162180,8162180,8162021,8163302,8162015,,Huntington Primary Academy,8162180,2022
8162011,8162011,8162016,,,,Scarcroft Primary School,8162016,2022
8162001,8162001,8163158,8163302,8163403,8162012,Hempland Primary School,8162001,2022
,8162431,,8163158,,,,,2022
8162004,8162004,8162012,,,,Haxby Road Primary Academy,8162004,2022
8162028,8162028,,,,,Woodthorpe Primary School,8162027,2022
8163003,8163003,8162016,8162000,,,St Paul's CE Primary School,8163003,2022
8162028,8162028,,,,,Hob Moor Community Primary School,8162028,2022
8162001,8162001,8162431,8163158,,,Hempland Primary School,8162001,2022
8162431,8162431,8162176,8163158,8162001,,Osbaldwick Primary School,8162176,2022
8162001,8162001,8162176,8163401,,,Osbaldwick Primary School,8162176,2022
8162058,8162058,,,,,Ralph Butterfield Primary School,8162058,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163402,8163402,8162008,,,,Fishergate Primary School,8162008,2022
8162013,8162013,8163222,8162386,,,Copmanthorpe Primary School,8162013,2022
8162349,8162349,,,,,Rufforth Primary School,8162349,2022
8162029,8162029,,,,,Westfield Community Primary School,8162017,2022
8162029,8162029,8162349,8162169,8162430,,Poppleton Ousebank Primary School,8162029,2022
8162029,8162029,8162169,,,,Poppleton Ousebank Primary School,8162029,2022
8162029,8162029,8162349,,,,Poppleton Ousebank Primary School,8162029,2022
8162029,8162029,8162169,8162430,,,Clifton with Rawcliffe Primary School,8162430,2022
8162014,8162014,,,,,Carr Infant School,8162003,2022
8162014,8162014,,,,,Poppleton Road Primary School,8162014,2022
8162240,8162240,8162241,8162058,,,Wigginton Primary School,8162240,2022
8162240,8162240,8162058,8162241,8163212,,Wigginton Primary School,8162240,2022
8162058,8162058,8162241,,,,Ralph Butterfield Primary School,8162058,2022
8162058,8162058,,,,,Headlands Primary School,8162241,2022
8162058,8162058,8162240,8162241,,,Ralph Butterfield Primary School,8162058,2022
8162241,8162241,8162240,8162058,,,Wigginton Primary School,8162240,2022
8162007,8162011,8162007,8162386,,,Dringhouses Primary School,8162007,2022
8162386,8162386,,,,,Hob Moor Community Primary School,8162028,2022
8162027,8162027,8162000,,,,St Barnabas' CE Primary School,8163002,2022
8162386,8162386,,,,,Bishopthorpe Infant School,8162386,2022
8162001,8162001,8163302,,,,Tang Hall Primary School,8162429,2022
8163222,8163222,,,,,Dringhouses Primary School,8162007,2022
8162013,8162013,,,,,Copmanthorpe Primary School,8162013,2022
8162000,8162007,8162000,8162349,8163003,8162029,Acomb Primary School,8162000,2022
8113018,8113018,8112738,8162011,,,Dringhouses Primary School,8162007,2022
8162029,8162029,8163003,8162349,,,Poppleton Ousebank Primary School,8162029,2022
8162029,8162029,8162430,8162349,8162169,,Poppleton Ousebank Primary School,8162029,2022
8162007,8162007,8162011,8162016,8162386,,Hob Moor Community Primary School,8162028,2022
8163156,8163156,8163158,,,,Fishergate Primary School,8162008,2022
8162011,8162011,8162016,,,,Knavesmire Primary School,8162011,2022
8162013,8162013,8162386,,,,Copmanthorpe Primary School,8162013,2022
8163380,8163380,8163151,8163152,8163159,8162008,Wheldrake with Thorganby CE Primary School,8163380,2022
8162016,8162016,8162011,8162007,,,Scarcroft Primary School,8162016,2022
8162007,8162007,8162386,8162011,,,Dringhouses Primary School,8162007,2022
8162007,8162007,8162011,8162027,,,Hob Moor Community Primary School,8162028,2022
,,8163151,,,,,,2022
8162001,8162001,8163302,,,,Hempland Primary School,8162001,2022
8162001,8162001,8163302,,,,Hempland Primary School,8162001,2022
8163380,8163380,,,,,Wheldrake with Thorganby CE Primary School,8163380,2022
8163158,8163158,8162431,8162013,8162386,,Dringhouses Primary School,8162007,2022
8163151,8163151,,,,,Dunnington CE Primary School,8163151,2022
8162001,8162001,,,,,Hempland Primary School,8162001,2022
8162180,8162180,8162004,8162021,,,Haxby Road Primary Academy,8162004,2022
8162000,8162000,,,,,Acomb Primary School,8162000,2022
8162015,8162015,,,,,Yearsley Grove Primary School,8162015,2022
8162015,8162015,,,,,Yearsley Grove Primary School,8162015,2022
8163003,8163003,,,,,St Barnabas' CE Primary School,8163002,2022
8162018,8162018,,,,,Park Grove Primary Academy,8162012,2022
8162020,8162020,8163158,,,,Tang Hall Primary School,8162429,2022
8162058,8162058,8163212,8162021,,,Huntington Primary Academy,8162180,2022
8162430,8162430,8162428,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162241,8162241,8162058,8162240,,,Headlands Primary School,8162241,2022
8162180,8162180,8162021,,,,Huntington Primary Academy,8162180,2022
8162169,8162169,8162021,8162029,,,Skelton Primary School,8162169,2022
8162021,8162021,,,,,Yearsley Grove Primary School,8162015,2022
8162241,8162241,8162058,8162180,8162240,8163212,Headlands Primary School,8162241,2022
8162227,8162227,8162180,,,,Stockton On The Forest Primary School,8162227,2022
8162058,8162058,8162241,8162180,,,New Earswick Primary School,8162021,2022
8163158,8163158,,,,,Osbaldwick Primary School,8162176,2022
8163152,8163152,,,,,Elvington CE Primary School,8163152,2022
8163151,8163151,8163152,,,,Dunnington CE Primary School,8163151,2022
8163152,8163152,8163151,8163380,,,Elvington CE Primary School,8163152,2022
8163380,8163380,,,,,Wheldrake with Thorganby CE Primary School,8163380,2022
8162012,8162012,8162004,8162021,,,Haxby Road Primary Academy,8162004,2022
8163380,8163380,8153153,,,,Wheldrake with Thorganby CE Primary School,8163380,2022
8163156,8163158,8163156,8162008,8163152,,St Lawrence's CE Primary School,8162020,2022
8163152,8163152,,,,,Elvington CE Primary School,8163152,2022
8162431,8162431,8163158,8162176,,,Osbaldwick Primary School,8162176,2022
8162431,8162431,,,,,Osbaldwick Primary School,8162176,2022
8162431,8162431,8163158,,,,St Lawrence's CE Primary School,8162020,2022
8162021,8162021,,,,,New Earswick Primary School,8162021,2022
8162013,8162013,,,,,Copmanthorpe Primary School,8162013,2022
8162021,8162021,8162180,8162015,,,Yearsley Grove Primary School,8162015,2022
8163302,8163302,8162001,8162429,8163003,8162431,Tang Hall Primary School,8162429,2022
8162014,8162000,8162014,,,,St Paul's CE Primary School,8163003,2022
8162001,8162001,8163302,8162429,8162431,8162004,Osbaldwick Primary School,8162176,2022
8162015,8162015,,,,,Yearsley Grove Primary School,8162015,2022
8162012,8162012,8162004,8162430,8162180,,Park Grove Primary Academy,8162012,2022
8162012,8162012,8162004,8163403,8163302,8162015,Park Grove Primary Academy,8162012,2022
8162012,8162012,8162176,8162431,8162429,,Tang Hall Primary School,8162429,2022
8162012,8162012,8162021,,,,Yearsley Grove Primary School,8162015,2022
8163003,8163003,8163904,8162000,,,Acomb Primary School,8162000,2022
8162011,8162011,8163904,,,,Lakeside Primary School,8162428,2022
8162000,8162000,8163003,,,,Acomb Primary School,8162000,2022
8163003,8163003,8163002,,,,St Barnabas' CE Primary School,8163002,2022
8163003,8163003,8162000,8163904,,,Acomb Primary School,8162000,2022
8163402,8163402,,,,,Yearsley Grove Primary School,8162015,2022
8163904,8162000,,,,,St Paul's CE Primary School,8163003,2022
8162349,8162000,8162349,8163003,8162029,8162014,Westfield Community Primary School,8162017,2022
8162429,8162429,,,,,Tang Hall Primary School,8162429,2022
8162017,8162017,8162000,8162003,,,Westfield Community Primary School,8162017,2022
8162017,8162017,,,,,Acomb Primary School,8162000,2022
8162018,8162018,,,,,Burton Green Primary School,8162024,2022
8162017,8162017,,,,,Hob Moor Community Primary School,8162028,2022
8162011,8162011,8162016,,,,Knavesmire Primary School,8162011,2022
8162008,8162008,8162016,8162011,8162014,,Scarcroft Primary School,8162016,2022
8162008,8162008,,,,,Fishergate Primary School,8162008,2022
8162000,8162000,,,,,Acomb Primary School,8162000,2022
8162011,8162011,8162016,8162008,,,Knavesmire Primary School,8162011,2022
8163156,8163156,8162008,8163158,,,St Oswald's CE Primary School,8163156,2022
8162018,8162018,,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162018,8162018,,,,,Burton Green Primary School,8162024,2022
8162018,8162018,,,,,Burton Green Primary School,8162024,2022
8162011,8162011,8162016,8162008,8162007,8163904,Knavesmire Primary School,8162011,2022
8162011,8162011,8162016,,,,Knavesmire Primary School,8162011,2022
8162011,8162011,,,,,Woodthorpe Primary School,8162027,2022
8162007,8162007,8162011,8162027,8162386,8162028,Hob Moor Community Primary School,8162028,2022
8162007,8162007,8162011,8162027,8162386,8162028,Hob Moor Community Primary School,8162028,2022
8162011,8162011,,,,,Knavesmire Primary School,8162011,2022
8162011,8162011,,,,,Knavesmire Primary School,8162011,2022
8162431,8162431,8163158,8162176,,,Badger Hill Primary School,8162431,2022
8162011,8162011,8162016,,,,Knavesmire Primary School,8162011,2022
8162017,8162017,,,,,Acomb Primary School,8162000,2022
8162000,8162000,8162014,8162016,8163003,,Poppleton Road Primary School,8162014,2022
8162014,8162014,,,,,Carr Infant School,8162003,2022
8162169,8162169,8162430,,,,Skelton Primary School,8162169,2022
8162004,8162004,8162021,8162428,8162015,,Haxby Road Primary Academy,8162004,2022
8162003,8162003,,,,,Carr Infant School,8162003,2022
8162017,8162017,8162007,8162000,,,Westfield Community Primary School,8162017,2022
8162017,8162017,8162029,8162000,8162027,,Westfield Community Primary School,8162017,2022
8162017,8162017,,,,,Westfield Community Primary School,8162017,2022
8162001,8162001,8163302,8162176,8163158,,Tang Hall Primary School,8162429,2022
8163212,8163212,,,,,Robert Wilkinson Primary School,8163212,2022
8163403,8163403,8163402,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162430,8162430,,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162428,8162428,,,,,Lakeside Primary School,8162428,2022
8162029,8162029,,,,,Poppleton Ousebank Primary School,8162029,2022
8163380,8163380,,,,,Wheldrake with Thorganby CE Primary School,8163380,2022
8162011,8162011,,,,,Knavesmire Primary School,8162011,2022
8163156,8163156,8162008,8163158,,,Fishergate Primary School,8162008,2022
8163156,8163156,8162008,8163158,,,Fishergate Primary School,8162008,2022
8162008,8162008,,,,,Fishergate Primary School,8162008,2022
8163151,8163158,8162001,8163151,8162431,,Osbaldwick Primary School,8162176,2022
8163156,8163158,8163156,8162008,8162011,8162431,Fishergate Primary School,8162008,2022
8163156,8163158,8163156,8162008,8162011,8162431,Fishergate Primary School,8162008,2022
8162014,8162014,8162000,8162016,8163003,,Poppleton Road Primary School,8162014,2022
8162000,8162011,8162000,8162016,8162028,8162029,Acomb Primary School,8162000,2022
8162000,8162000,,,,,Acomb Primary School,8162000,2022
8163156,8163156,,,,,Fishergate Primary School,8162008,2022
8163158,8163158,8163156,8162431,8162176,8162008,Fishergate Primary School,8162008,2022
8163156,8163156,8163402,8162008,8162016,,Fishergate Primary School,8162008,2022
8162018,8162018,,,,,Burton Green Primary School,8162024,2022
8162018,8162018,8162024,8162014,8162004,,Clifton Green Primary School,8162018,2022
8163403,8163403,,,,,Clifton with Rawcliffe Primary School,8162430,2022
8162024,8162024,,,,,Clifton Green Primary School,8162018,2022
8162018,8162018,8162430,8163156,,,Clifton Green Primary School,8162018,2022
8162000,8162000,,,,,Acomb Primary School,8162000,2022
8163904,8163904,8162000,8162027,,,Westfield Community Primary School,8162017,2022
8162016,8162016,8162011,,,,Scarcroft Primary School,8162016,2022
8162011,8162011,,,,,Knavesmire Primary School,8162011,2022
8162000,8162000,8163904,8163003,,,Hob Moor Community Primary School,8162028,2022
8162016,8162016,8162011,8163003,8162008,8162014,Scarcroft Primary School,8162016,2022
8162016,8162016,8162011,,,,Scarcroft Primary School,8162016,2022
8162000,8162000,,,,,Acomb Primary School,8162000,2022
8163003,8163003,8162016,8162000,,,St Paul's CE Primary School,8163003,2022
8163158,8163158,8162176,8162431,,,Osbaldwick Primary School,8162176,2022
8162016,8162016,8162008,,,,Scarcroft Primary School,8162016,2022
8162016,8162016,8162024,,,,Clifton Green Primary School,8162018,2022
8162016,8162016,,,,,Scarcroft Primary School,8162016,2022
8162011,8162011,8162016,,,,Scarcroft Primary School,8162016,2022
