OrganisationLabel,OrganisationURI,PublishedDate,LatestData,DurationFrom,DurationTo,ReportingPeriodType,Month,GeoEntityName,GeoCode,GeoName,GeoURI,AveragePrice,AveragePriceDetached,AveragePriceSemiDetached,AveragePriceTerraced,AveragePriceFlatOrMaisonette
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-10-01T00:00:00,2022-10-31T23:59:59,Month,2022-10,District Council,E07000141,South Kesteven,http://statistics.data.gov.uk/doc/statistical-geography/E07000141,278897,395388,253788,204298,128783
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-10-01T00:00:00,2022-10-31T23:59:59,Month,2022-10,District Council,E07000142,West Lindsey,http://statistics.data.gov.uk/doc/statistical-geography/E07000142,216229,286995,184306,149294,106079
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,County,E10000019,Lincolnshire,http://statistics.data.gov.uk/doc/statistical-geography/E10000019,236323,314788,209722,167795,113476
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000136,Boston,http://statistics.data.gov.uk/doc/statistical-geography/E07000136,198769,274404,170779,137458,95126
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000137,East Lindsey,http://statistics.data.gov.uk/doc/statistical-geography/E07000137,227573,283175,193791,153755,103583
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000138,Lincoln,http://statistics.data.gov.uk/doc/statistical-geography/E07000138,184739,297716,201736,155306,113846
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000139,North Kesteven,http://statistics.data.gov.uk/doc/statistical-geography/E07000139,272137,332176,224895,184863,117795
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000140,South Holland,http://statistics.data.gov.uk/doc/statistical-geography/E07000140,245162,305545,208700,168480,99336
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000141,South Kesteven,http://statistics.data.gov.uk/doc/statistical-geography/E07000141,277563,393094,252626,203630,128421
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-09-01T00:00:00,2022-09-30T23:59:59,Month,2022-09,District Council,E07000142,West Lindsey,http://statistics.data.gov.uk/doc/statistical-geography/E07000142,217343,288307,185295,150216,106890
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,County,E10000019,Lincolnshire,http://statistics.data.gov.uk/doc/statistical-geography/E10000019,233382,310812,207025,165765,112563
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000136,Boston,http://statistics.data.gov.uk/doc/statistical-geography/E07000136,193207,266525,166027,133822,93009
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000137,East Lindsey,http://statistics.data.gov.uk/doc/statistical-geography/E07000137,225900,280809,192486,152917,103508
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000138,Lincoln,http://statistics.data.gov.uk/doc/statistical-geography/E07000138,182802,294891,199562,153522,113029
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000139,North Kesteven,http://statistics.data.gov.uk/doc/statistical-geography/E07000139,267748,326747,221251,181904,116707
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000140,South Holland,http://statistics.data.gov.uk/doc/statistical-geography/E07000140,243491,303280,207374,167553,99189
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000141,South Kesteven,http://statistics.data.gov.uk/doc/statistical-geography/E07000141,269668,381653,245479,197806,125679
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2024-03-19T00:00:00,,2022-08-01T00:00:00,2022-08-31T23:59:59,Month,2022-08,District Council,E07000142,West Lindsey,http://statistics.data.gov.uk/doc/statistical-geography/E07000142,219687,291048,187512,152047,108701
