Birth Year,Birth Month,Country,Gov Region,County,Breed Type,Breed,Sex,Application Type,Number Of Births
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BEEF SHORTHORN X,F,Birth Application,11
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,BEEF SHORTHORN X,M,Birth Application,6
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BEEF SHORTHORN X,F,Birth Application,41
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,BEEF SHORTHORN X,M,Birth Application,11
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,BEEF SHORTHORN X,M,Birth Application,17
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BEEF SHORTHORN X,F,Birth Application,31
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,BEEF SHORTHORN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,BEEF SHORTHORN X,F,Birth Application,9
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BEEF SHORTHORN X,M,Birth Application,44
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,BEEF SHORTHORN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BEEF SHORTHORN X,F,Birth Application,40
2015,April    ,Scotland,Scotland,Moray,Non Dairy,BEEF SHORTHORN X,F,Birth Application,11
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BEEF SHORTHORN X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BEEF SHORTHORN X,M,Birth Application,47
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BEEF SHORTHORN X,M,Birth Application,35
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,BEEF SHORTHORN X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BEEF SHORTHORN X,M,Birth Application,8
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BEEF SHORTHORN X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BEEF SHORTHORN X,M,Birth Application,3
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BEEF SHORTHORN X,F,Birth Application,55
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BEEF SHORTHORN X,M,Birth Application,32
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,BEEF SHORTHORN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,BEEF SHORTHORN X,M,Birth Application,61
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,BEEF SHORTHORN X,F,Birth Application,73
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BEEF SHORTHORN X,M,Birth Application,188
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,BEEF SHORTHORN X,M,Birth Application,25
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BELTED GALLOWAY,F,Birth Application,4
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BELTED GALLOWAY,F,Birth Application,1
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BELTED GALLOWAY,M,Birth Application,3
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BELTED GALLOWAY,F,Birth Application,18
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BELTED GALLOWAY,M,Birth Application,4
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BELTED GALLOWAY,M,Birth Application,3
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BELTED GALLOWAY,F,Birth Application,4
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BELTED GALLOWAY,M,Birth Application,5
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BELTED GALLOWAY,M,Birth Application,5
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BELTED GALLOWAY,M,Birth Application,2
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BELTED GALLOWAY,F,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BELTED GALLOWAY,M,Birth Application,5
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BELTED GALLOWAY,F,Birth Application,1
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BELTED GALLOWAY,F,Birth Application,1
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,BELTED GALLOWAY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BELTED GALLOWAY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,BELTED GALLOWAY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BELTED GALLOWAY,F,Birth Application,5
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BELTED GALLOWAY,M,Birth Application,2
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BELTED GALLOWAY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BELTED GALLOWAY,M,Birth Application,4
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BELTED GALLOWAY,M,Birth Application,8
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BELTED GALLOWAY,F,Birth Application,5
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BELTED GALLOWAY X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BELTED GALLOWAY X,F,Birth Application,4
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BELTED GALLOWAY X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BELTED GALLOWAY X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BELTED GALLOWAY X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BELTED GALLOWAY X,F,Birth Application,4
2015,April    ,Scotland,Scotland,Shetland,Non Dairy,BELTED GALLOWAY X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BELTED GALLOWAY X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BELTED GALLOWAY X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BELTED GALLOWAY X,M,Birth Application,5
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BELTED GALLOWAY X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BELTED GALLOWAY X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BELTED GALLOWAY X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BELTED GALLOWAY X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,3
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,1
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,1
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,3
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,6
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,2
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,6
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,2
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BLONDE D'AQUITAINE,M,Birth Application,2
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BLONDE D'AQUITAINE,F,Birth Application,1
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,13
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,20
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,22
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,18
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,3
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,3
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,9
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,14
2015,April    ,Scotland,Scotland,Shetland,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,11
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,7
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,16
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,36
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,3
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,23
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,7
2015,April    ,Scotland,Scotland,Angus,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,12
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,24
2015,April    ,Scotland,Scotland,Angus,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,9
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,6
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,13
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,35
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Shetland,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,5
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,23
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,20
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,3
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,9
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,13
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,7
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,16
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,28
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,9
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,5
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,25
2015,April    ,Scotland,Scotland,Bute,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,4
2015,April    ,Scotland,Scotland,Bute,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,29
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BLONDE D'AQUITAINE X,M,Birth Application,32
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BLONDE D'AQUITAINE X,F,Birth Application,19
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BLUE GREY,F,Birth Application,6
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BLUE GREY,F,Birth Application,12
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BLUE GREY,M,Birth Application,15
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BLUE GREY,M,Birth Application,8
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,BLUE GREY,F,Birth Application,7
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BLUE GREY,M,Birth Application,7
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BLUE GREY,F,Birth Application,18
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BLUE GREY,M,Birth Application,4
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BLUE GREY X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BRITISH BLUE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BRITISH BLUE,M,Birth Application,8
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BRITISH BLUE,F,Birth Application,8
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BRITISH BLUE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BRITISH BLUE,M,Birth Application,5
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BRITISH BLUE,F,Birth Application,5
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BRITISH BLUE,F,Birth Application,1
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BRITISH BLUE,M,Birth Application,6
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BRITISH BLUE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BRITISH BLUE,M,Birth Application,8
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BRITISH BLUE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BRITISH BLUE,F,Birth Application,4
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BRITISH BLUE,F,Birth Application,8
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BRITISH BLUE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BRITISH BLUE,F,Birth Application,7
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BRITISH BLUE,M,Birth Application,4
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BRITISH BLUE,M,Birth Application,5
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,BRITISH BLUE,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BRITISH BLUE,M,Birth Application,2
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BRITISH BLUE,M,Birth Application,2
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BRITISH BLUE,F,Birth Application,1
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BRITISH BLUE,F,Birth Application,1
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BRITISH BLUE,M,Birth Application,9
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,BRITISH BLUE,F,Birth Application,2
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BRITISH BLUE,F,Birth Application,3
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,BRITISH BLUE X,F,Birth Application,11
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,BRITISH BLUE X,M,Birth Application,13
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,BRITISH BLUE X,M,Birth Application,117
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BRITISH BLUE X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BRITISH BLUE X,M,Birth Application,33
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,BRITISH BLUE X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,BRITISH BLUE X,M,Birth Application,8
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BRITISH BLUE X,M,Birth Application,91
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BRITISH BLUE X,M,Birth Application,16
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BRITISH BLUE X,M,Birth Application,80
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BRITISH BLUE X,M,Birth Application,31
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,BRITISH BLUE X,F,Birth Application,12
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,BRITISH BLUE X,F,Birth Application,23
2015,April    ,Scotland,Scotland,Moray,Non Dairy,BRITISH BLUE X,F,Birth Application,7
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BRITISH BLUE X,F,Birth Application,125
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BRITISH BLUE X,M,Birth Application,89
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BRITISH BLUE X,M,Birth Application,65
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,BRITISH BLUE X,M,Birth Application,4
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,BRITISH BLUE X,F,Birth Application,76
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,BRITISH BLUE X,F,Birth Application,43
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,BRITISH BLUE X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BRITISH BLUE X,F,Birth Application,41
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,BRITISH BLUE X,F,Birth Application,21
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,BRITISH BLUE X,F,Birth Application,9
2015,April    ,Scotland,Scotland,Bute,Non Dairy,BRITISH BLUE X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Clackmannan,Non Dairy,BRITISH BLUE X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,BRITISH BLUE X,F,Birth Application,87
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,BRITISH BLUE X,M,Birth Application,8
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BRITISH BLUE X,F,Birth Application,54
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,BRITISH BLUE X,F,Birth Application,14
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,BRITISH BLUE X,M,Birth Application,5
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BRITISH BLUE X,M,Birth Application,56
2015,April    ,Scotland,Scotland,Bute,Non Dairy,BRITISH BLUE X,M,Birth Application,11
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BRITISH BLUE X,F,Birth Application,25
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,BRITISH BLUE X,F,Birth Application,12
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,BRITISH BLUE X,M,Birth Application,152
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,BRITISH BLUE X,M,Birth Application,15
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,BRITISH BLUE X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BRITISH BLUE X,M,Birth Application,138
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,BRITISH BLUE X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Angus,Non Dairy,BRITISH BLUE X,M,Birth Application,24
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,BRITISH BLUE X,F,Birth Application,51
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,BRITISH BLUE X,F,Birth Application,10
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,BRITISH BLUE X,M,Birth Application,12
2015,April    ,Scotland,Scotland,Banff,Non Dairy,BRITISH BLUE X,F,Birth Application,21
2015,April    ,Scotland,Scotland,Clackmannan,Non Dairy,BRITISH BLUE X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,BRITISH BLUE X,F,Birth Application,87
2015,April    ,Scotland,Scotland,Perth,Non Dairy,BRITISH BLUE X,M,Birth Application,61
2015,April    ,Scotland,Scotland,Moray,Non Dairy,BRITISH BLUE X,M,Birth Application,16
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,BRITISH BLUE X,F,Birth Application,106
2015,April    ,Scotland,Scotland,Angus,Non Dairy,BRITISH BLUE X,F,Birth Application,22
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,BRITISH BLUE X,M,Birth Application,1
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,BRITISH BLUE X,M,Birth Application,12
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,BRITISH BLUE X,F,Birth Application,104
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BRITISH BLUE X,F,Birth Application,50
2015,April    ,Scotland,Scotland,Fife,Non Dairy,BRITISH BLUE X,M,Birth Application,51
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,BRITISH BLUE X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,BRITISH BLUE X,F,Birth Application,78
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,BRITISH BLUE X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,BRITISH BLUE X,M,Birth Application,67
2015,April    ,Scotland,Scotland,Kinross,Dairy,BRITISH FRIESIAN,F,Birth Application,1
2015,April    ,Scotland,Scotland,Dumfries,Dairy,BRITISH FRIESIAN,M,Birth Application,43
2015,April    ,Scotland,Scotland,Argyll,Dairy,BRITISH FRIESIAN,F,Birth Application,11
2015,April    ,Scotland,Scotland,Renfrew,Dairy,BRITISH FRIESIAN,F,Birth Application,6
2015,April    ,Scotland,Scotland,Stirling,Dairy,BRITISH FRIESIAN,F,Birth Application,13
2015,April    ,Scotland,Scotland,Shetland,Dairy,BRITISH FRIESIAN,F,Birth Application,3
2015,April    ,Scotland,Scotland,Dunbarton,Dairy,BRITISH FRIESIAN,M,Birth Application,9
2015,April    ,Scotland,Scotland,Orkney,Dairy,BRITISH FRIESIAN,F,Birth Application,6
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,BRITISH FRIESIAN,F,Birth Application,31
2015,April    ,Scotland,Scotland,Orkney,Dairy,BRITISH FRIESIAN,M,Birth Application,3
2015,April    ,Scotland,Scotland,West Lothian,Dairy,BRITISH FRIESIAN,F,Birth Application,6
2015,April    ,Scotland,Scotland,Kincardine,Dairy,BRITISH FRIESIAN,F,Birth Application,10
2015,April    ,Scotland,Scotland,Kinross,Dairy,BRITISH FRIESIAN,M,Birth Application,2
2015,April    ,Scotland,Scotland,Dumfries,Dairy,BRITISH FRIESIAN,F,Birth Application,39
2015,April    ,Scotland,Scotland,Lanark,Dairy,BRITISH FRIESIAN,F,Birth Application,12
2015,April    ,Scotland,Scotland,Dunbarton,Dairy,BRITISH FRIESIAN,F,Birth Application,8
2015,April    ,Scotland,Scotland,Mid Lothian,Dairy,BRITISH FRIESIAN,F,Birth Application,1
2015,April    ,Scotland,Scotland,Fife,Dairy,BRITISH FRIESIAN,M,Birth Application,9
2015,April    ,Scotland,Scotland,Lanark,Dairy,BRITISH FRIESIAN,M,Birth Application,30
2015,April    ,Scotland,Scotland,Shetland,Dairy,BRITISH FRIESIAN,M,Birth Application,1
2015,April    ,Scotland,Scotland,Fife,Dairy,BRITISH FRIESIAN,F,Birth Application,12
2015,April    ,Scotland,Scotland,Angus,Dairy,BRITISH FRIESIAN,F,Birth Application,1
2015,April    ,Scotland,Scotland,Ayr,Dairy,BRITISH FRIESIAN,F,Birth Application,151
2015,April    ,Scotland,Scotland,Wigtown,Dairy,BRITISH FRIESIAN,F,Birth Application,38
2015,April    ,Scotland,Scotland,Argyll,Dairy,BRITISH FRIESIAN,M,Birth Application,10
2015,April    ,Scotland,Scotland,Ayr,Dairy,BRITISH FRIESIAN,M,Birth Application,127
2015,April    ,Scotland,Scotland,Bute,Dairy,BRITISH FRIESIAN,F,Birth Application,3
2015,April    ,Scotland,Scotland,Bute,Dairy,BRITISH FRIESIAN,M,Birth Application,1
2015,April    ,Scotland,Scotland,Renfrew,Dairy,BRITISH FRIESIAN,M,Birth Application,12
2015,April    ,Scotland,Scotland,Stirling,Dairy,BRITISH FRIESIAN,M,Birth Application,14
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,BRITISH FRIESIAN,M,Birth Application,11
2015,April    ,Scotland,Scotland,Mid Lothian,Dairy,BRITISH FRIESIAN,M,Birth Application,3
2015,April    ,Scotland,Scotland,Angus,Dairy,BRITISH FRIESIAN,M,Birth Application,3
2015,April    ,Scotland,Scotland,Wigtown,Dairy,BRITISH FRIESIAN,M,Birth Application,39
2015,April    ,Scotland,Scotland,Kincardine,Dairy,BRITISH FRIESIAN,M,Birth Application,5
2015,April    ,Scotland,Scotland,West Lothian,Dairy,BRITISH FRIESIAN,M,Birth Application,6
2015,April    ,Scotland,Scotland,Dunbarton,Dairy,BRITISH FRIESIAN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Orkney,Dairy,BRITISH FRIESIAN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Wigtown,Dairy,BRITISH FRIESIAN X,M,Birth Application,18
2015,April    ,Scotland,Scotland,Wigtown,Dairy,BRITISH FRIESIAN X,F,Birth Application,8
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,BRITISH FRIESIAN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Kincardine,Dairy,BRITISH FRIESIAN X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,BRITISH FRIESIAN X,M,Birth Application,4
