ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,6617.50 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179640,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,6617.50 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179640,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,6617.50 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179641,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,6617.50 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179641,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,979.06 ,RESIDENTIAL LONG TERM,V002179642,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,979.06 ,RESIDENTIAL LONG TERM,V002179642,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,979.06 ,RESIDENTIAL LONG TERM,V002179643,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,DAVID LEWIS ORGANISATION,22/12/2023,979.06 ,RESIDENTIAL LONG TERM,V002179643,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,1515.42 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179644,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,1284.72 ,RESIDENTIAL LONG TERM,V002179645,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ROCHDALE GATEWAY LEISURE LIMITED,22/12/2023,3849.94 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179646,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ROCHDALE GATEWAY LEISURE LIMITED,22/12/2023,1248.72 ,RESIDENTIAL LONG TERM,V002179647,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,2892.28 ,RESIDENTIAL LONG TERM,V002179648,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ROOKWOOD,22/12/2023,1265.40 ,RESIDENTIAL LONG TERM,V002179649,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ROOKWOOD,22/12/2023,1265.40 ,RESIDENTIAL LONG TERM,V002179649,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179650,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179650,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,SUNNYBANK P R S LTD,22/12/2023,1934.36 ,RESIDENTIAL LONG TERM,V002179651,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,SUNNYBANK P R S LTD,22/12/2023,1934.36 ,RESIDENTIAL LONG TERM,V002179651,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,3051.38 ,NURSING LONG TERM - MARKET FACTOR,V002179652,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179653,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,2988.86 ,RESIDENTIAL LONG TERM,V002179654,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,2988.86 ,RESIDENTIAL LONG TERM,V002179654,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,112.56 ,NURSING LONG TERM - MARKET FACTOR,V002179655,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,112.56 ,NURSING LONG TERM - MARKET FACTOR,V002179655,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,2093.14 ,NURSING LONG TERM,V002179656,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,2093.14 ,NURSING LONG TERM,V002179656,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,CARE IN SAFE HANDS HEALTHCARE LIMITED,22/12/2023,4909.14 ,RESIDENTIAL LONG TERM,V002179657,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,726.58 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179658,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,726.58 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179658,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,1070.60 ,RESIDENTIAL LONG TERM,V002179659,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,1070.60 ,RESIDENTIAL LONG TERM,V002179659,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,22/12/2023,1285.50 ,RESIDENTIAL LONG TERM,V002179660,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,22/12/2023,1285.50 ,RESIDENTIAL LONG TERM,V002179660,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,22/12/2023,1195.66 ,RESIDENTIAL LONG TERM,V002179661,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,BROOKVALE RESIDENTIAL CARE,22/12/2023,1195.66 ,RESIDENTIAL LONG TERM,V002179661,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179662,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,PENDLE RESIDENTIAL CARE,22/12/2023,12.98 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179663,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,PENDLE RESIDENTIAL CARE,22/12/2023,4227.50 ,RESIDENTIAL LONG TERM,V002179664,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HC ONE LTD,22/12/2023,1564.00 ,RESIDENTIAL LONG TERM,V002179665,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LONSDALE MIDLANDS LTD,22/12/2023,1692.94 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179666,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LONSDALE MIDLANDS LTD,22/12/2023,1692.94 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179667,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LONSDALE MIDLANDS LTD,22/12/2023,1692.94 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179668,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LONSDALE MIDLANDS LTD,22/12/2023,7735.06 ,RESIDENTIAL LONG TERM,V002179669,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LONSDALE MIDLANDS LTD,22/12/2023,7735.06 ,RESIDENTIAL LONG TERM,V002179670,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LONSDALE MIDLANDS LTD,22/12/2023,7735.06 ,RESIDENTIAL LONG TERM,V002179671,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,CHOICE SUPPORT,22/12/2023,3498.08 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179672,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,CHOICE SUPPORT,22/12/2023,979.06 ,RESIDENTIAL LONG TERM,V002179673,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,2741.92 ,RESIDENTIAL LONG TERM,V002179674,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179675,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179676,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ACORN LODGE NURSING HOME,22/12/2023,1290.00 ,RESIDENTIAL LONG TERM,V002179677,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179678,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,523.14 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179679,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,1070.60 ,RESIDENTIAL LONG TERM,V002179680,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179681,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FIDELITY RESIDENTIAL LIMITED,22/12/2023,1265.40 ,RESIDENTIAL LONG TERM,V002179682,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEALEY CARE LTD,22/12/2023,2313.90 ,RESIDENTIAL LONG TERM,V002179683,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179684,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1927.38 ,NURSING LONG TERM,V002179685,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,RESIDENTIAL LONG TERM,V002179686,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179687,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179688,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179689,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,22/12/2023,1336.00 ,ASSESSMENT CARE,V002179690,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179691,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179692,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HORIZON  RESIDENTIAL HOMES LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179693,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179694,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,22/12/2023,668.00 ,SHORT TERM CARE - RESIDENTIAL,V002179695,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,22/12/2023,763.43 ,SHORT TERM CARE - RESIDENTIAL,V002179696,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,1046.02 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179697,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,636.68 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179698,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,685.66 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179699,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,685.66 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179700,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,1284.72 ,RESIDENTIAL LONG TERM,V002179701,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,1192.95 ,RESIDENTIAL LONG TERM,V002179702,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,1284.72 ,RESIDENTIAL LONG TERM,V002179703,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FUTURE DIRECTIONS CIC,22/12/2023,1284.72 ,RESIDENTIAL LONG TERM,V002179704,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,22/12/2023,1450.00 ,NURSING LONG TERM,V002179705,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,22/12/2023,60.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002179706,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HORIZON  RESIDENTIAL HOMES LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179707,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LITTLE HEATON CARE HOME,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179708,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HEATHCOTES CARE LTD,22/12/2023,6276.50 ,RESIDENTIAL LONG TERM,V002179709,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,MASTERPALM PROPERTIES LIMITED,22/12/2023,1370.00 ,RESIDENTIAL LONG TERM,V002179710,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179711,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179712,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,22/12/2023,1450.00 ,NURSING LONG TERM,V002179713,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179714,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179715,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,PASSMONDS NURSING HOME,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179716,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179717,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,453.75 ,SHORT TERM CARE - RESIDENTIAL,V002179718,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,SHORT TERM CARE - RESIDENTIAL,V002179719,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,SHORT TERM CARE - RESIDENTIAL,V002179720,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,SHORT TERM CARE - RESIDENTIAL,V002179721,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,SHORT TERM CARE - RESIDENTIAL,V002179722,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,SHORT TERM CARE - RESIDENTIAL,V002179723,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,363.00 ,SHORT TERM CARE - RESIDENTIAL,V002179724,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,266.64 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179725,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179726,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179727,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179728,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179729,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179730,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179731,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179732,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179733,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1244.30 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179734,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,907.50 ,RESIDENTIAL LONG TERM,V002179735,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,RESIDENTIAL LONG TERM,V002179736,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,RESIDENTIAL LONG TERM,V002179737,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,22/12/2023,1270.50 ,RESIDENTIAL LONG TERM,V002179738,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,MT CARE PROPERTY LTD,22/12/2023,1336.00 ,SHORT TERM CARE - RESIDENTIAL,V002179739,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,AS CARE SOLUTIONS LTD,22/12/2023,3338.76 ,RESIDENTIAL LONG TERM,V002179740,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,AS CARE SOLUTIONS LTD,22/12/2023,3600.00 ,RESIDENTIAL LONG TERM,V002179741,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,22/12/2023,1450.00 ,NURSING LONG TERM,V002179742,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,SKOLAK HEALTHCARE LTD,22/12/2023,253.56 ,NURSING LONG TERM - MARKET FACTOR,V002179743,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,SKOLAK HEALTHCARE LTD,22/12/2023,1339.10 ,NURSING LONG TERM,V002179744,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,MERIDIAN HEALTHCARE LTD,22/12/2023,1365.32 ,RESIDENTIAL LONG TERM,V002179745,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ROOKWOOD,22/12/2023,210.00 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179746,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,ROOKWOOD,22/12/2023,1265.40 ,RESIDENTIAL LONG TERM,V002179747,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,MT CARE PROPERTY LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179748,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FERN BANK CARE HOME LTD,22/12/2023,283.50 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002179749,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,FERN BANK CARE HOME LTD,22/12/2023,1290.00 ,RESIDENTIAL LONG TERM,V002179750,,,,,,,,,
ROCHDALE BOROUGH COUNCIL,22/12/2023,ADULT CARE LCO FUNCTIONS,HORIZON  RESIDENTIAL HOMES LTD,22/12/2023,1336.00 ,RESIDENTIAL LONG TERM,V002179751,,,,,,,,,
